,UF,ACESSO_CEL,ACESSO_TABL,TEM_3G
93612,35,2.0,2.0,4.0
93614,35,2.0,2.0,2.0
93616,35,2.0,4.0,2.0
93617,35,2.0,4.0,2.0
93618,35,2.0,4.0,2.0
93620,35,4.0,4.0,4.0
93626,35,2.0,4.0,4.0
93641,35,4.0,4.0,4.0
93646,35,2.0,4.0,4.0
93647,35,2.0,2.0,4.0
93648,35,2.0,4.0,4.0
93652,35,2.0,4.0,4.0
93658,35,2.0,2.0,2.0
93659,35,2.0,2.0,4.0
93661,35,2.0,4.0,2.0
93664,35,2.0,4.0,4.0
93665,35,2.0,4.0,4.0
93668,35,4.0,4.0,4.0
93670,35,2.0,4.0,4.0
93673,35,4.0,4.0,4.0
93676,35,2.0,4.0,4.0
93677,35,2.0,4.0,4.0
93679,35,2.0,4.0,4.0
93680,35,2.0,2.0,4.0
93683,35,2.0,4.0,2.0
93684,35,2.0,4.0,4.0
93686,35,2.0,4.0,4.0
93687,35,2.0,4.0,2.0
93688,35,2.0,4.0,4.0
93689,35,2.0,4.0,4.0
93690,35,2.0,4.0,4.0
93694,35,2.0,4.0,2.0
93695,35,2.0,4.0,2.0
93698,35,2.0,2.0,4.0
93700,35,2.0,4.0,4.0
93701,35,4.0,4.0,4.0
93702,35,2.0,4.0,4.0
93704,35,2.0,4.0,4.0
93706,35,2.0,4.0,4.0
93707,35,4.0,4.0,4.0
93708,35,2.0,4.0,4.0
93710,35,2.0,4.0,2.0
93712,35,4.0,4.0,4.0
93713,35,4.0,4.0,4.0
93714,35,2.0,4.0,4.0
93716,35,2.0,4.0,4.0
93717,35,2.0,2.0,4.0
93719,35,2.0,2.0,2.0
93721,35,2.0,4.0,4.0
93722,35,2.0,4.0,4.0
93726,35,4.0,4.0,2.0
93727,35,2.0,4.0,2.0
93728,35,2.0,4.0,2.0
93736,35,2.0,2.0,2.0
93739,35,2.0,4.0,4.0
93740,35,2.0,4.0,2.0
93741,35,4.0,4.0,4.0
93742,35,4.0,4.0,4.0
93743,35,2.0,2.0,4.0
93744,35,4.0,4.0,4.0
93749,35,2.0,2.0,2.0
93750,35,2.0,4.0,2.0
93752,35,2.0,2.0,4.0
93753,35,2.0,2.0,2.0
93754,35,2.0,4.0,2.0
93759,35,2.0,4.0,2.0
93760,35,2.0,2.0,2.0
93764,35,2.0,2.0,4.0
93765,35,2.0,4.0,2.0
93766,35,2.0,4.0,2.0
93767,35,2.0,4.0,2.0
93768,35,2.0,4.0,2.0
93769,35,2.0,4.0,2.0
93770,35,2.0,4.0,2.0
93771,35,2.0,4.0,2.0
93773,35,2.0,2.0,2.0
93775,35,2.0,4.0,2.0
93777,35,2.0,4.0,2.0
93779,35,2.0,4.0,4.0
93782,35,2.0,2.0,2.0
93784,35,2.0,4.0,4.0
93789,35,4.0,2.0,4.0
93790,35,2.0,4.0,4.0
93791,35,4.0,4.0,4.0
93792,35,2.0,4.0,2.0
93795,35,2.0,2.0,4.0
93797,35,2.0,4.0,2.0
93798,35,2.0,4.0,2.0
93799,35,2.0,4.0,2.0
93800,35,2.0,2.0,2.0
93801,35,2.0,2.0,2.0
93802,35,2.0,4.0,2.0
93803,35,2.0,4.0,2.0
93805,35,2.0,4.0,2.0
93806,35,2.0,4.0,4.0
93808,35,2.0,4.0,2.0
93809,35,2.0,4.0,2.0
93812,35,2.0,2.0,2.0
93817,35,2.0,4.0,4.0
93819,35,2.0,4.0,4.0
93820,35,2.0,4.0,2.0
93822,35,2.0,2.0,2.0
93823,35,2.0,2.0,2.0
93824,35,2.0,2.0,4.0
93827,35,2.0,2.0,2.0
93828,35,2.0,2.0,4.0
93829,35,2.0,4.0,4.0
93830,35,2.0,2.0,2.0
93831,35,2.0,4.0,2.0
93832,35,2.0,4.0,2.0
93833,35,4.0,4.0,4.0
93837,35,2.0,4.0,4.0
93838,35,2.0,4.0,2.0
93839,35,2.0,2.0,4.0
93841,35,2.0,2.0,4.0
93842,35,2.0,2.0,4.0
93843,35,2.0,4.0,4.0
93844,35,4.0,4.0,4.0
93846,35,2.0,4.0,2.0
93847,35,4.0,4.0,4.0
93848,35,2.0,4.0,4.0
93849,35,2.0,2.0,2.0
93850,35,2.0,4.0,4.0
93851,35,2.0,4.0,4.0
93853,35,4.0,4.0,4.0
93856,35,2.0,4.0,4.0
93857,35,2.0,4.0,2.0
93858,35,2.0,2.0,2.0
93859,35,2.0,2.0,4.0
93860,35,2.0,2.0,4.0
93863,35,2.0,4.0,2.0
93864,35,2.0,4.0,4.0
93865,35,2.0,4.0,4.0
93866,35,2.0,2.0,4.0
93867,35,2.0,2.0,4.0
93868,35,2.0,2.0,4.0
93869,35,2.0,2.0,2.0
93870,35,2.0,4.0,2.0
93871,35,2.0,4.0,2.0
93873,35,2.0,4.0,2.0
93874,35,4.0,2.0,4.0
93876,35,2.0,4.0,4.0
93877,35,2.0,4.0,4.0
93879,35,2.0,4.0,4.0
93880,35,2.0,4.0,4.0
93883,35,4.0,4.0,4.0
93884,35,2.0,4.0,2.0
93886,35,2.0,2.0,2.0
93887,35,2.0,4.0,2.0
93888,35,4.0,4.0,2.0
93890,35,2.0,4.0,2.0
93892,35,4.0,4.0,4.0
93893,35,2.0,2.0,2.0
93894,35,2.0,4.0,2.0
93897,35,2.0,2.0,2.0
93901,35,2.0,2.0,2.0
93904,35,2.0,4.0,2.0
93905,35,2.0,4.0,2.0
93907,35,2.0,4.0,2.0
93928,35,2.0,4.0,2.0
93929,35,2.0,4.0,2.0
93931,35,2.0,4.0,2.0
93935,35,2.0,4.0,2.0
93936,35,2.0,4.0,2.0
93941,35,2.0,4.0,2.0
93959,35,4.0,4.0,4.0
93961,35,2.0,4.0,2.0
93964,35,4.0,4.0,4.0
93965,35,4.0,4.0,4.0
93969,35,2.0,4.0,2.0
93970,35,2.0,4.0,2.0
93989,35,4.0,4.0,4.0
94003,35,2.0,4.0,2.0
94005,35,2.0,4.0,4.0
94006,35,2.0,4.0,4.0
94010,35,4.0,4.0,4.0
94012,35,2.0,4.0,4.0
94013,35,4.0,2.0,4.0
94014,35,2.0,4.0,2.0
94016,35,2.0,4.0,2.0
94021,35,4.0,4.0,4.0
94022,35,2.0,4.0,4.0
94027,35,2.0,4.0,2.0
94028,35,2.0,2.0,2.0
94030,35,2.0,4.0,2.0
94031,35,2.0,4.0,2.0
94034,35,2.0,4.0,2.0
94036,35,2.0,4.0,2.0
94038,35,2.0,4.0,2.0
94039,35,2.0,4.0,4.0
94040,35,2.0,4.0,2.0
94042,35,2.0,4.0,2.0
94044,35,2.0,4.0,2.0
94046,35,2.0,4.0,2.0
94049,35,2.0,4.0,2.0
94050,35,2.0,4.0,2.0
94052,35,2.0,4.0,4.0
94053,35,2.0,4.0,2.0
94056,35,4.0,4.0,4.0
94059,35,4.0,4.0,4.0
94061,35,2.0,4.0,2.0
94062,35,2.0,2.0,4.0
94063,35,4.0,4.0,4.0
94064,35,4.0,4.0,4.0
94069,35,2.0,2.0,2.0
94071,35,2.0,4.0,2.0
94072,35,2.0,4.0,2.0
94076,35,4.0,2.0,4.0
94077,35,2.0,4.0,2.0
94078,35,4.0,4.0,4.0
94079,35,4.0,4.0,4.0
94084,35,2.0,4.0,4.0
94085,35,2.0,2.0,4.0
94086,35,2.0,2.0,2.0
94087,35,2.0,2.0,2.0
94088,35,2.0,2.0,2.0
94090,35,2.0,4.0,2.0
94092,35,2.0,4.0,2.0
94093,35,2.0,4.0,2.0
94098,35,2.0,4.0,2.0
94099,35,2.0,4.0,2.0
94101,35,2.0,4.0,2.0
94103,35,4.0,2.0,4.0
94104,35,2.0,4.0,2.0
94105,35,2.0,4.0,2.0
94106,35,2.0,4.0,2.0
94107,35,2.0,4.0,2.0
94108,35,2.0,4.0,2.0
94110,35,2.0,4.0,2.0
94111,35,2.0,4.0,2.0
94112,35,2.0,2.0,2.0
94113,35,2.0,2.0,4.0
94115,35,2.0,4.0,4.0
94116,35,2.0,4.0,4.0
94120,35,2.0,2.0,2.0
94124,35,2.0,4.0,2.0
94128,35,2.0,4.0,2.0
94129,35,4.0,4.0,4.0
94131,35,2.0,4.0,4.0
94133,35,2.0,4.0,4.0
94134,35,2.0,4.0,4.0
94135,35,2.0,4.0,4.0
94136,35,4.0,4.0,4.0
94137,35,2.0,4.0,4.0
94138,35,4.0,4.0,4.0
94140,35,2.0,2.0,4.0
94143,35,4.0,4.0,4.0
94144,35,2.0,4.0,2.0
94145,35,2.0,4.0,4.0
94148,35,2.0,4.0,4.0
94149,35,2.0,4.0,4.0
94156,35,4.0,4.0,4.0
94159,35,2.0,4.0,2.0
94160,35,2.0,2.0,2.0
94163,35,4.0,4.0,4.0
94164,35,2.0,4.0,4.0
94165,35,2.0,4.0,2.0
94167,35,4.0,4.0,4.0
94168,35,2.0,2.0,2.0
94170,35,2.0,4.0,4.0
94171,35,2.0,4.0,4.0
94172,35,4.0,4.0,4.0
94173,35,2.0,4.0,4.0
94174,35,2.0,4.0,4.0
94176,35,2.0,2.0,2.0
94178,35,2.0,4.0,4.0
94180,35,2.0,4.0,4.0
94181,35,2.0,4.0,4.0
94182,35,2.0,4.0,4.0
94183,35,4.0,4.0,4.0
94184,35,2.0,4.0,4.0
94186,35,2.0,4.0,4.0
94188,35,2.0,4.0,4.0
94189,35,2.0,4.0,2.0
94191,35,2.0,4.0,2.0
94192,35,4.0,4.0,4.0
94193,35,2.0,4.0,4.0
94194,35,4.0,4.0,4.0
94196,35,2.0,4.0,2.0
94197,35,2.0,4.0,4.0
94199,35,2.0,2.0,4.0
94201,35,2.0,4.0,4.0
94202,35,2.0,4.0,4.0
94203,35,2.0,4.0,4.0
94206,35,2.0,4.0,2.0
94207,35,2.0,4.0,2.0
94209,35,2.0,4.0,2.0
94213,35,2.0,4.0,2.0
94215,35,2.0,4.0,2.0
94217,35,2.0,2.0,2.0
94218,35,4.0,4.0,4.0
94219,35,2.0,4.0,2.0
94224,35,2.0,4.0,2.0
94225,35,2.0,4.0,2.0
94226,35,4.0,4.0,4.0
94227,35,2.0,4.0,2.0
94228,35,4.0,4.0,4.0
94230,35,2.0,2.0,2.0
94232,35,2.0,2.0,2.0
94233,35,2.0,4.0,2.0
94234,35,2.0,4.0,2.0
94235,35,2.0,2.0,2.0
94240,35,2.0,2.0,2.0
94241,35,2.0,4.0,2.0
94242,35,2.0,4.0,2.0
94243,35,2.0,4.0,2.0
94244,35,2.0,4.0,2.0
94245,35,2.0,4.0,2.0
94249,35,4.0,4.0,4.0
94255,35,2.0,4.0,2.0
94256,35,4.0,2.0,2.0
94258,35,2.0,4.0,2.0
94259,35,2.0,4.0,2.0
94260,35,2.0,2.0,2.0
94261,35,2.0,4.0,2.0
94262,35,2.0,2.0,2.0
94264,35,2.0,4.0,2.0
94266,35,4.0,4.0,4.0
94267,35,2.0,4.0,2.0
94268,35,2.0,4.0,2.0
94270,35,2.0,4.0,2.0
94271,35,2.0,2.0,2.0
94272,35,2.0,4.0,2.0
94273,35,2.0,2.0,2.0
94275,35,4.0,4.0,4.0
94277,35,2.0,4.0,2.0
94280,35,2.0,4.0,2.0
94282,35,4.0,4.0,4.0
94283,35,2.0,4.0,2.0
94284,35,2.0,4.0,2.0
94285,35,2.0,2.0,4.0
94286,35,2.0,4.0,2.0
94287,35,4.0,4.0,4.0
94288,35,4.0,4.0,4.0
94289,35,2.0,4.0,4.0
94290,35,2.0,2.0,2.0
94291,35,2.0,4.0,4.0
94292,35,2.0,4.0,2.0
94293,35,2.0,2.0,4.0
94294,35,2.0,4.0,2.0
94295,35,2.0,2.0,2.0
94296,35,2.0,4.0,2.0
94299,35,4.0,4.0,4.0
94301,35,2.0,4.0,2.0
94302,35,2.0,2.0,2.0
94303,35,4.0,4.0,4.0
94304,35,2.0,4.0,2.0
94305,35,4.0,4.0,4.0
94306,35,2.0,4.0,2.0
94312,35,4.0,4.0,4.0
94313,35,2.0,4.0,2.0
94314,35,2.0,4.0,2.0
94317,35,2.0,4.0,2.0
94318,35,2.0,4.0,2.0
94321,35,2.0,4.0,2.0
94324,35,2.0,4.0,2.0
94325,35,2.0,4.0,2.0
94326,35,4.0,4.0,4.0
94332,35,2.0,4.0,2.0
94337,35,2.0,4.0,2.0
94343,35,2.0,4.0,2.0
94345,35,2.0,4.0,2.0
94347,35,2.0,4.0,2.0
94350,35,2.0,4.0,2.0
94352,35,2.0,4.0,2.0
94353,35,2.0,4.0,2.0
94356,35,4.0,4.0,4.0
94358,35,4.0,4.0,4.0
94359,35,4.0,4.0,4.0
94360,35,2.0,4.0,2.0
94361,35,2.0,4.0,2.0
94362,35,2.0,4.0,2.0
94363,35,2.0,4.0,2.0
94364,35,4.0,4.0,4.0
94365,35,2.0,2.0,2.0
94371,35,2.0,4.0,2.0
94372,35,2.0,4.0,2.0
94373,35,2.0,2.0,2.0
94376,35,2.0,4.0,2.0
94377,35,2.0,2.0,2.0
94378,35,2.0,4.0,2.0
94387,35,2.0,4.0,2.0
94388,35,2.0,4.0,2.0
94389,35,2.0,4.0,2.0
94391,35,2.0,2.0,2.0
94392,35,2.0,4.0,2.0
94393,35,2.0,4.0,2.0
94397,35,4.0,4.0,4.0
94400,35,4.0,4.0,4.0
94402,35,2.0,4.0,2.0
94403,35,2.0,4.0,2.0
94404,35,2.0,2.0,2.0
94405,35,2.0,4.0,2.0
94407,35,2.0,4.0,2.0
94408,35,2.0,4.0,2.0
94409,35,2.0,2.0,4.0
94412,35,2.0,4.0,2.0
94414,35,2.0,4.0,2.0
94415,35,2.0,4.0,2.0
94417,35,4.0,4.0,4.0
94418,35,2.0,2.0,2.0
94419,35,2.0,4.0,2.0
94420,35,2.0,4.0,2.0
94424,35,2.0,4.0,2.0
94425,35,2.0,4.0,2.0
94426,35,4.0,4.0,4.0
94427,35,2.0,4.0,2.0
94430,35,2.0,2.0,2.0
94432,35,2.0,4.0,2.0
94433,35,2.0,4.0,2.0
94434,35,4.0,2.0,4.0
94438,35,2.0,4.0,2.0
94439,35,2.0,4.0,2.0
94440,35,2.0,4.0,2.0
94441,35,2.0,2.0,2.0
94442,35,2.0,4.0,2.0
94447,35,4.0,4.0,4.0
94450,35,2.0,2.0,4.0
94453,35,2.0,2.0,4.0
94454,35,2.0,2.0,4.0
94455,35,2.0,2.0,4.0
94456,35,2.0,4.0,4.0
94458,35,4.0,2.0,4.0
94459,35,2.0,4.0,4.0
94460,35,2.0,2.0,4.0
94461,35,2.0,4.0,4.0
94462,35,2.0,4.0,4.0
94463,35,2.0,4.0,4.0
94464,35,2.0,4.0,4.0
94465,35,2.0,2.0,4.0
94467,35,2.0,4.0,4.0
94468,35,2.0,4.0,4.0
94469,35,2.0,2.0,4.0
94470,35,2.0,2.0,4.0
94471,35,2.0,4.0,4.0
94472,35,2.0,4.0,4.0
94473,35,2.0,4.0,4.0
94474,35,2.0,2.0,4.0
94477,35,2.0,4.0,4.0
94478,35,4.0,4.0,4.0
94479,35,2.0,4.0,4.0
94481,35,2.0,4.0,4.0
94482,35,2.0,4.0,4.0
94483,35,2.0,4.0,2.0
94484,35,2.0,2.0,4.0
94485,35,4.0,4.0,4.0
94486,35,2.0,4.0,2.0
94487,35,2.0,4.0,2.0
94488,35,2.0,2.0,2.0
94489,35,2.0,2.0,2.0
94490,35,2.0,4.0,2.0
94491,35,2.0,2.0,2.0
94492,35,2.0,2.0,2.0
94493,35,4.0,2.0,2.0
94494,35,2.0,2.0,2.0
94495,35,2.0,2.0,2.0
94496,35,2.0,2.0,2.0
94497,35,2.0,4.0,2.0
94498,35,2.0,2.0,2.0
94499,35,2.0,2.0,2.0
94500,35,2.0,4.0,2.0
94501,35,2.0,2.0,2.0
94502,35,2.0,2.0,2.0
94503,35,2.0,2.0,2.0
94505,35,2.0,4.0,2.0
94506,35,2.0,2.0,2.0
94507,35,2.0,4.0,2.0
94509,35,2.0,2.0,2.0
94510,35,2.0,4.0,2.0
94511,35,2.0,2.0,2.0
94512,35,2.0,2.0,2.0
94514,35,2.0,4.0,2.0
94516,35,2.0,2.0,2.0
94520,35,2.0,2.0,2.0
94521,35,2.0,2.0,2.0
94526,35,2.0,4.0,4.0
94528,35,2.0,4.0,2.0
94529,35,2.0,2.0,2.0
94531,35,2.0,2.0,2.0
94534,35,2.0,2.0,2.0
94538,35,4.0,4.0,4.0
94540,35,2.0,2.0,2.0
94543,35,2.0,4.0,4.0
94544,35,4.0,4.0,4.0
94547,35,2.0,2.0,4.0
94548,35,2.0,2.0,4.0
94549,35,2.0,2.0,4.0
94550,35,2.0,4.0,2.0
94551,35,2.0,4.0,4.0
94552,35,2.0,4.0,4.0
94553,35,2.0,2.0,4.0
94554,35,2.0,2.0,4.0
94555,35,2.0,2.0,4.0
94557,35,2.0,4.0,4.0
94558,35,2.0,4.0,2.0
94559,35,2.0,4.0,4.0
94562,35,2.0,4.0,2.0
94563,35,2.0,2.0,2.0
94564,35,2.0,4.0,2.0
94565,35,4.0,4.0,2.0
94566,35,2.0,4.0,2.0
94570,35,2.0,4.0,2.0
94571,35,4.0,4.0,2.0
94573,35,2.0,2.0,2.0
94575,35,2.0,2.0,2.0
94576,35,2.0,4.0,2.0
94580,35,2.0,2.0,2.0
94583,35,2.0,4.0,2.0
94584,35,2.0,2.0,2.0
94585,35,2.0,2.0,2.0
94586,35,2.0,4.0,2.0
94587,35,2.0,4.0,4.0
94589,35,4.0,4.0,2.0
94590,35,4.0,4.0,2.0
94591,35,2.0,4.0,2.0
94593,35,4.0,4.0,2.0
94596,35,4.0,4.0,2.0
94599,35,2.0,4.0,2.0
94600,35,2.0,4.0,4.0
94601,35,2.0,4.0,2.0
94602,35,2.0,4.0,2.0
94603,35,2.0,4.0,2.0
94611,35,2.0,4.0,2.0
94613,35,2.0,4.0,2.0
94616,35,2.0,4.0,2.0
94620,35,2.0,2.0,2.0
94621,35,2.0,4.0,2.0
94628,35,2.0,4.0,2.0
94629,35,2.0,4.0,2.0
94631,35,4.0,4.0,4.0
94632,35,2.0,2.0,4.0
94635,35,2.0,4.0,2.0
94636,35,2.0,4.0,2.0
94638,35,2.0,4.0,4.0
94639,35,2.0,4.0,4.0
94640,35,4.0,4.0,4.0
94641,35,2.0,4.0,4.0
94642,35,4.0,2.0,4.0
94643,35,2.0,2.0,4.0
94644,35,2.0,4.0,4.0
94645,35,4.0,4.0,4.0
94648,35,2.0,4.0,4.0
94649,35,2.0,4.0,4.0
94652,35,2.0,4.0,2.0
94654,35,2.0,4.0,2.0
94655,35,2.0,4.0,2.0
94660,35,2.0,4.0,2.0
94661,35,2.0,4.0,4.0
94663,35,2.0,4.0,2.0
94665,35,2.0,2.0,4.0
94666,35,2.0,4.0,4.0
94668,35,4.0,4.0,4.0
94669,35,2.0,4.0,4.0
94670,35,2.0,4.0,4.0
94672,35,4.0,4.0,4.0
94675,35,2.0,4.0,4.0
94677,35,2.0,2.0,4.0
94678,35,4.0,4.0,4.0
94680,35,2.0,4.0,4.0
94681,35,4.0,4.0,4.0
94682,35,2.0,4.0,4.0
94685,35,4.0,4.0,4.0
94687,35,2.0,4.0,2.0
94688,35,2.0,4.0,2.0
94689,35,2.0,4.0,2.0
94691,35,2.0,2.0,2.0
94692,35,2.0,4.0,2.0
94694,35,2.0,4.0,2.0
94696,35,2.0,2.0,2.0
94697,35,2.0,4.0,2.0
94698,35,2.0,2.0,2.0
94699,35,2.0,4.0,2.0
94703,35,2.0,2.0,2.0
94704,35,2.0,2.0,2.0
94705,35,2.0,2.0,2.0
94707,35,2.0,2.0,2.0
94708,35,2.0,2.0,2.0
94710,35,2.0,4.0,2.0
94711,35,2.0,4.0,2.0
94713,35,2.0,4.0,2.0
94715,35,2.0,4.0,2.0
94717,35,2.0,4.0,2.0
94719,35,2.0,4.0,2.0
94720,35,2.0,2.0,2.0
94721,35,2.0,4.0,2.0
94722,35,2.0,4.0,2.0
94723,35,2.0,4.0,2.0
94724,35,2.0,4.0,2.0
94725,35,2.0,4.0,2.0
94727,35,2.0,4.0,2.0
94728,35,2.0,4.0,2.0
94730,35,4.0,4.0,4.0
94731,35,4.0,4.0,4.0
94732,35,2.0,4.0,2.0
94733,35,4.0,4.0,4.0
94734,35,2.0,4.0,2.0
94735,35,2.0,2.0,2.0
94736,35,2.0,4.0,2.0
94737,35,2.0,4.0,2.0
94738,35,2.0,4.0,2.0
94741,35,2.0,4.0,2.0
94742,35,4.0,4.0,4.0
94743,35,2.0,4.0,2.0
94747,35,2.0,4.0,2.0
94748,35,2.0,2.0,2.0
94750,35,4.0,4.0,4.0
94751,35,4.0,4.0,4.0
94753,35,2.0,4.0,2.0
94754,35,2.0,4.0,2.0
94756,35,2.0,4.0,2.0
94757,35,2.0,4.0,2.0
94758,35,2.0,2.0,2.0
94760,35,2.0,4.0,2.0
94761,35,2.0,2.0,2.0
94764,35,2.0,4.0,2.0
94766,35,2.0,2.0,2.0
94768,35,4.0,4.0,4.0
94769,35,4.0,4.0,4.0
94771,35,2.0,2.0,2.0
94773,35,2.0,4.0,2.0
94775,35,2.0,4.0,2.0
94776,35,2.0,2.0,2.0
94777,35,2.0,2.0,2.0
94778,35,2.0,4.0,2.0
94779,35,2.0,4.0,2.0
94780,35,2.0,2.0,2.0
94781,35,2.0,2.0,2.0
94782,35,2.0,4.0,2.0
94785,35,2.0,4.0,2.0
94787,35,4.0,4.0,4.0
94789,35,2.0,2.0,2.0
94790,35,4.0,4.0,4.0
94793,35,4.0,4.0,4.0
94795,35,2.0,4.0,2.0
94797,35,2.0,2.0,2.0
94799,35,2.0,4.0,2.0
94801,35,2.0,4.0,2.0
94802,35,2.0,4.0,2.0
94803,35,2.0,4.0,2.0
94804,35,2.0,4.0,2.0
94805,35,2.0,4.0,2.0
94807,35,2.0,4.0,2.0
94808,35,2.0,4.0,2.0
94810,35,2.0,4.0,2.0
94811,35,2.0,4.0,2.0
94813,35,2.0,4.0,2.0
94815,35,2.0,2.0,2.0
94816,35,4.0,2.0,4.0
94817,35,2.0,4.0,2.0
94818,35,2.0,2.0,2.0
94820,35,2.0,2.0,2.0
94821,35,2.0,4.0,2.0
94822,35,2.0,2.0,2.0
94823,35,4.0,4.0,4.0
94824,35,2.0,2.0,2.0
94825,35,2.0,4.0,2.0
94826,35,2.0,4.0,2.0
94827,35,2.0,2.0,2.0
94828,35,2.0,4.0,2.0
94829,35,2.0,2.0,2.0
94830,35,2.0,2.0,2.0
94832,35,2.0,2.0,2.0
94833,35,2.0,2.0,2.0
94834,35,2.0,4.0,2.0
94835,35,2.0,2.0,2.0
94838,35,2.0,4.0,2.0
94839,35,2.0,2.0,2.0
94842,35,2.0,4.0,4.0
94844,35,2.0,2.0,4.0
94845,35,2.0,2.0,4.0
94846,35,2.0,2.0,4.0
94847,35,2.0,2.0,4.0
94848,35,2.0,2.0,4.0
94849,35,2.0,2.0,2.0
94851,35,2.0,4.0,2.0
94852,35,2.0,4.0,2.0
94853,35,2.0,4.0,2.0
94854,35,2.0,2.0,2.0
94855,35,2.0,2.0,4.0
94857,35,2.0,2.0,2.0
94859,35,4.0,4.0,4.0
94860,35,4.0,4.0,4.0
94862,35,4.0,4.0,4.0
94863,35,2.0,4.0,2.0
94864,35,2.0,4.0,4.0
94865,35,2.0,4.0,2.0
94868,35,2.0,4.0,4.0
94871,35,4.0,4.0,4.0
94872,35,2.0,4.0,2.0
94875,35,2.0,4.0,2.0
