,UF,ACESSO_CEL,ACESSO_TABL,TEM_3G
97829,35,2.0,4.0,2.0
97830,35,2.0,2.0,2.0
97831,35,2.0,4.0,2.0
97834,35,2.0,2.0,4.0
97836,35,2.0,4.0,4.0
97839,35,4.0,2.0,2.0
97844,35,2.0,4.0,2.0
97846,35,2.0,4.0,4.0
97848,35,2.0,2.0,2.0
97849,35,2.0,4.0,2.0
97850,35,2.0,2.0,2.0
97854,35,2.0,2.0,2.0
97857,35,2.0,4.0,2.0
97860,35,2.0,4.0,2.0
97861,35,2.0,4.0,2.0
97863,35,4.0,4.0,4.0
97864,35,2.0,4.0,2.0
97865,35,2.0,4.0,2.0
97868,35,4.0,2.0,4.0
97869,35,2.0,4.0,4.0
97870,35,4.0,4.0,4.0
97871,35,4.0,4.0,4.0
97872,35,2.0,4.0,4.0
97873,35,2.0,4.0,4.0
97874,35,4.0,4.0,4.0
97875,35,2.0,4.0,2.0
97876,35,2.0,4.0,2.0
97878,35,4.0,4.0,4.0
97879,35,2.0,4.0,4.0
97880,35,4.0,4.0,4.0
97884,35,2.0,4.0,2.0
97886,35,2.0,4.0,2.0
97890,35,2.0,4.0,2.0
97892,35,2.0,4.0,2.0
97893,35,2.0,4.0,2.0
97894,35,2.0,2.0,2.0
97897,35,2.0,4.0,2.0
97898,35,2.0,4.0,2.0
97899,35,2.0,4.0,2.0
97901,35,2.0,4.0,2.0
97902,35,2.0,4.0,2.0
97905,35,2.0,4.0,4.0
97907,35,4.0,4.0,2.0
97908,35,2.0,4.0,4.0
97909,35,2.0,4.0,4.0
97911,35,4.0,4.0,2.0
97913,35,2.0,4.0,2.0
97914,35,2.0,4.0,2.0
97915,35,2.0,4.0,2.0
97916,35,2.0,4.0,2.0
97917,35,2.0,4.0,2.0
97918,35,4.0,4.0,4.0
97919,35,2.0,4.0,2.0
97923,35,2.0,4.0,2.0
97924,35,2.0,2.0,4.0
97928,35,2.0,4.0,2.0
97930,35,4.0,4.0,2.0
97932,35,2.0,2.0,4.0
97933,35,2.0,4.0,2.0
97934,35,2.0,4.0,2.0
97936,35,2.0,4.0,2.0
97939,35,2.0,4.0,2.0
97940,35,2.0,4.0,2.0
97949,35,2.0,4.0,2.0
97957,35,4.0,4.0,4.0
97962,35,2.0,4.0,2.0
97966,35,2.0,4.0,2.0
97969,35,4.0,4.0,4.0
97970,35,2.0,2.0,4.0
97971,35,2.0,4.0,4.0
97974,35,4.0,4.0,4.0
97976,35,4.0,4.0,4.0
97978,35,4.0,4.0,4.0
97979,35,4.0,2.0,4.0
97981,35,2.0,2.0,4.0
97983,35,4.0,4.0,4.0
97985,35,2.0,4.0,2.0
97987,35,2.0,4.0,2.0
97989,35,2.0,2.0,2.0
97991,35,2.0,4.0,2.0
97992,35,2.0,2.0,2.0
97993,35,2.0,4.0,2.0
97994,35,2.0,4.0,2.0
97995,35,2.0,2.0,2.0
97996,35,2.0,2.0,2.0
97998,35,2.0,4.0,2.0
97999,35,2.0,2.0,2.0
98000,35,2.0,2.0,2.0
98002,35,2.0,2.0,2.0
98004,35,4.0,4.0,2.0
98006,35,2.0,2.0,2.0
98007,35,2.0,4.0,2.0
98012,35,2.0,4.0,2.0
98015,35,2.0,2.0,2.0
98016,35,2.0,4.0,2.0
98020,35,4.0,4.0,4.0
98024,35,4.0,4.0,4.0
98025,35,4.0,4.0,4.0
98026,35,4.0,4.0,4.0
98027,35,4.0,4.0,4.0
98028,35,4.0,4.0,4.0
98029,35,4.0,4.0,4.0
98033,35,2.0,4.0,4.0
98034,35,2.0,4.0,2.0
98038,35,2.0,4.0,2.0
98040,35,2.0,4.0,2.0
98042,35,2.0,2.0,2.0
98043,35,2.0,4.0,2.0
98045,35,2.0,2.0,2.0
98047,35,2.0,4.0,2.0
98048,35,2.0,4.0,2.0
98052,35,4.0,4.0,4.0
98053,35,2.0,4.0,2.0
98054,35,2.0,2.0,4.0
98055,35,2.0,2.0,4.0
98056,35,2.0,4.0,4.0
98057,35,2.0,4.0,4.0
98059,35,2.0,4.0,4.0
98060,35,2.0,4.0,2.0
98067,35,2.0,2.0,4.0
98068,35,4.0,4.0,4.0
98069,35,2.0,4.0,4.0
98073,35,2.0,4.0,2.0
98075,35,2.0,4.0,2.0
98080,35,2.0,4.0,4.0
98081,35,2.0,4.0,2.0
98084,35,2.0,4.0,2.0
98086,35,4.0,4.0,4.0
98087,35,4.0,4.0,4.0
98088,35,2.0,4.0,2.0
98089,35,2.0,2.0,2.0
98090,35,2.0,4.0,2.0
98092,35,2.0,4.0,2.0
98094,35,4.0,4.0,2.0
98095,35,4.0,4.0,4.0
98097,35,2.0,4.0,4.0
98098,35,2.0,4.0,4.0
98099,35,2.0,2.0,2.0
98101,35,4.0,4.0,4.0
98103,35,4.0,4.0,4.0
98104,35,4.0,4.0,4.0
98105,35,4.0,4.0,4.0
98107,35,2.0,4.0,2.0
98108,35,4.0,4.0,4.0
98109,35,2.0,4.0,2.0
98112,35,2.0,2.0,4.0
98113,35,2.0,4.0,4.0
98114,35,4.0,4.0,4.0
98115,35,2.0,4.0,4.0
98116,35,2.0,4.0,2.0
98117,35,2.0,4.0,4.0
98118,35,2.0,4.0,4.0
98119,35,2.0,4.0,2.0
98121,35,4.0,2.0,4.0
98122,35,4.0,4.0,4.0
98123,35,2.0,4.0,2.0
98124,35,2.0,4.0,4.0
98128,35,2.0,4.0,2.0
98131,35,2.0,4.0,2.0
98132,35,2.0,4.0,4.0
98134,35,4.0,4.0,4.0
98137,35,2.0,4.0,4.0
98141,35,2.0,4.0,2.0
98143,35,2.0,4.0,2.0
98144,35,2.0,4.0,2.0
98146,35,2.0,4.0,2.0
98147,35,4.0,2.0,4.0
98148,35,4.0,4.0,4.0
98149,35,4.0,4.0,2.0
98150,35,4.0,4.0,4.0
98158,35,2.0,4.0,4.0
98159,35,2.0,4.0,2.0
98160,35,2.0,4.0,2.0
98161,35,2.0,4.0,2.0
98162,35,2.0,4.0,2.0
98164,35,2.0,4.0,2.0
98165,35,2.0,4.0,4.0
98166,35,2.0,2.0,2.0
98167,35,2.0,2.0,4.0
98168,35,4.0,4.0,4.0
98169,35,2.0,4.0,2.0
98170,35,4.0,4.0,2.0
98171,35,2.0,4.0,2.0
98172,35,2.0,2.0,4.0
98174,35,2.0,2.0,4.0
98175,35,2.0,4.0,2.0
98176,35,2.0,4.0,2.0
98200,35,2.0,4.0,2.0
98201,35,2.0,2.0,2.0
98202,35,2.0,4.0,2.0
98204,35,2.0,2.0,2.0
98211,35,2.0,4.0,2.0
98212,35,2.0,2.0,2.0
98214,35,2.0,4.0,2.0
98216,35,2.0,4.0,2.0
98221,35,2.0,4.0,2.0
98225,35,2.0,4.0,2.0
98229,35,2.0,4.0,2.0
98230,35,2.0,4.0,2.0
98231,35,2.0,4.0,2.0
98232,35,2.0,4.0,2.0
98245,35,2.0,4.0,2.0
98246,35,2.0,4.0,2.0
98247,35,2.0,4.0,2.0
98251,35,2.0,4.0,2.0
98253,35,2.0,2.0,2.0
98256,35,4.0,4.0,2.0
98261,35,2.0,4.0,2.0
98262,35,4.0,4.0,2.0
98265,35,2.0,4.0,2.0
98266,35,2.0,4.0,2.0
98267,35,2.0,2.0,2.0
98268,35,2.0,4.0,2.0
98271,35,2.0,4.0,2.0
98272,35,2.0,4.0,2.0
98274,35,2.0,4.0,4.0
98275,35,2.0,4.0,2.0
98276,35,2.0,4.0,2.0
98277,35,2.0,4.0,2.0
98278,35,4.0,4.0,4.0
98280,35,4.0,4.0,2.0
98281,35,2.0,4.0,4.0
98282,35,2.0,4.0,2.0
98283,35,2.0,4.0,2.0
98288,35,2.0,4.0,2.0
98289,35,2.0,4.0,2.0
98290,35,2.0,2.0,2.0
98291,35,4.0,2.0,4.0
98292,35,2.0,2.0,4.0
98293,35,4.0,4.0,2.0
98294,35,2.0,2.0,2.0
98295,35,2.0,4.0,2.0
98297,35,2.0,4.0,2.0
98298,35,2.0,4.0,2.0
98300,35,2.0,4.0,2.0
98302,35,2.0,2.0,2.0
98303,35,4.0,4.0,4.0
98304,35,2.0,4.0,2.0
98305,35,2.0,4.0,2.0
98308,35,2.0,2.0,2.0
98313,35,4.0,4.0,4.0
98318,35,2.0,4.0,4.0
98320,35,4.0,4.0,4.0
98321,35,2.0,2.0,2.0
98323,35,2.0,2.0,4.0
98325,35,2.0,4.0,2.0
98326,35,2.0,4.0,2.0
98327,35,4.0,4.0,4.0
98330,35,2.0,2.0,2.0
98331,35,2.0,4.0,4.0
98332,35,2.0,2.0,2.0
98333,35,2.0,2.0,4.0
98334,35,2.0,4.0,2.0
98335,35,4.0,2.0,4.0
98336,35,2.0,2.0,4.0
98337,35,2.0,4.0,4.0
98339,35,2.0,4.0,2.0
98340,35,2.0,4.0,2.0
98342,35,2.0,2.0,2.0
98345,35,4.0,2.0,4.0
98346,35,2.0,2.0,4.0
98347,35,4.0,4.0,4.0
98349,35,2.0,4.0,2.0
98351,35,4.0,4.0,4.0
98352,35,2.0,4.0,2.0
98356,35,2.0,4.0,2.0
98357,35,2.0,4.0,2.0
98359,35,2.0,4.0,2.0
98374,35,4.0,2.0,4.0
98375,35,2.0,4.0,2.0
98376,35,2.0,4.0,2.0
98377,35,2.0,4.0,2.0
98380,35,2.0,4.0,4.0
98386,35,2.0,2.0,4.0
98388,35,2.0,4.0,2.0
98390,35,2.0,2.0,2.0
98391,35,2.0,4.0,2.0
98393,35,4.0,4.0,4.0
98400,35,2.0,2.0,2.0
98405,35,2.0,4.0,2.0
98408,35,2.0,4.0,4.0
98409,35,2.0,4.0,2.0
98415,35,2.0,4.0,2.0
98417,35,4.0,4.0,4.0
98418,35,2.0,4.0,2.0
98421,35,2.0,4.0,2.0
98422,35,2.0,2.0,2.0
98427,35,4.0,4.0,4.0
98431,35,2.0,4.0,2.0
98435,35,4.0,4.0,4.0
98437,35,2.0,4.0,2.0
98439,35,2.0,4.0,2.0
98442,35,2.0,4.0,2.0
98445,35,2.0,4.0,4.0
98446,35,2.0,4.0,2.0
98448,35,2.0,4.0,2.0
98449,35,2.0,4.0,2.0
98450,35,4.0,4.0,4.0
98452,35,2.0,4.0,2.0
98493,35,2.0,4.0,2.0
98495,35,2.0,4.0,2.0
98500,35,2.0,4.0,2.0
98503,35,2.0,4.0,2.0
98509,35,2.0,4.0,2.0
98514,35,2.0,2.0,2.0
98521,35,2.0,4.0,2.0
98525,35,4.0,2.0,4.0
98526,35,2.0,4.0,2.0
98530,35,2.0,4.0,2.0
98534,35,2.0,4.0,2.0
98536,35,2.0,4.0,2.0
98543,35,2.0,2.0,2.0
98549,35,2.0,4.0,2.0
98557,35,2.0,4.0,2.0
98558,35,2.0,4.0,2.0
98559,35,2.0,4.0,2.0
98560,35,4.0,4.0,4.0
98561,35,2.0,4.0,2.0
98570,35,2.0,4.0,2.0
98571,35,4.0,4.0,4.0
98572,35,2.0,2.0,2.0
98574,35,2.0,4.0,2.0
98575,35,2.0,4.0,2.0
98576,35,2.0,2.0,2.0
98580,35,2.0,4.0,2.0
98581,35,4.0,4.0,4.0
98583,35,2.0,4.0,4.0
98584,35,2.0,4.0,2.0
98586,35,2.0,4.0,4.0
98588,35,2.0,4.0,2.0
98591,35,2.0,4.0,4.0
98592,35,2.0,2.0,4.0
98593,35,2.0,4.0,2.0
98598,35,2.0,4.0,2.0
98599,35,2.0,4.0,4.0
98602,35,2.0,4.0,4.0
98603,35,2.0,4.0,4.0
98604,35,2.0,4.0,4.0
98605,35,2.0,4.0,4.0
98606,35,2.0,4.0,2.0
98609,35,2.0,4.0,4.0
98612,35,2.0,2.0,2.0
98613,35,2.0,4.0,2.0
98614,35,2.0,4.0,2.0
98615,35,2.0,4.0,2.0
98616,35,2.0,4.0,2.0
98618,35,4.0,4.0,4.0
98621,35,2.0,4.0,2.0
98623,35,2.0,4.0,2.0
98624,35,2.0,4.0,2.0
98626,35,4.0,4.0,4.0
98630,35,2.0,2.0,2.0
98632,35,2.0,4.0,4.0
98634,35,2.0,4.0,4.0
98635,35,4.0,4.0,4.0
98637,35,2.0,2.0,2.0
98639,35,2.0,2.0,4.0
98641,35,2.0,2.0,2.0
98642,35,2.0,2.0,4.0
98643,35,2.0,2.0,4.0
98644,35,2.0,4.0,2.0
98645,35,2.0,2.0,2.0
98646,35,4.0,4.0,4.0
98647,35,2.0,2.0,2.0
98649,35,2.0,4.0,2.0
98650,35,2.0,4.0,2.0
98651,35,2.0,4.0,2.0
98652,35,2.0,2.0,2.0
98654,35,2.0,2.0,2.0
98655,35,2.0,2.0,2.0
98657,35,2.0,4.0,2.0
98660,35,4.0,2.0,4.0
98661,35,2.0,4.0,2.0
98662,35,2.0,4.0,2.0
98664,35,2.0,2.0,2.0
98666,35,2.0,4.0,2.0
98667,35,2.0,2.0,2.0
98668,35,4.0,4.0,4.0
98669,35,2.0,4.0,2.0
98670,35,2.0,2.0,2.0
98676,35,2.0,4.0,2.0
98678,35,2.0,4.0,2.0
98681,35,2.0,4.0,2.0
98682,35,2.0,4.0,2.0
98683,35,4.0,4.0,4.0
98684,35,2.0,4.0,2.0
98685,35,4.0,2.0,4.0
98686,35,2.0,4.0,2.0
98688,35,4.0,4.0,4.0
98689,35,2.0,4.0,2.0
98690,35,2.0,4.0,2.0
98692,35,4.0,4.0,4.0
98694,35,2.0,4.0,2.0
98695,35,2.0,4.0,2.0
98696,35,2.0,4.0,2.0
98697,35,2.0,4.0,2.0
98698,35,2.0,4.0,2.0
98699,35,2.0,4.0,2.0
98700,35,2.0,4.0,2.0
98703,35,2.0,4.0,2.0
98704,35,2.0,2.0,2.0
98705,35,2.0,2.0,2.0
98708,35,2.0,2.0,2.0
98709,35,2.0,4.0,2.0
98710,35,2.0,2.0,2.0
98712,35,2.0,4.0,2.0
98717,35,2.0,4.0,2.0
98727,35,4.0,4.0,2.0
98728,35,4.0,4.0,2.0
98730,35,2.0,4.0,4.0
98734,35,2.0,2.0,4.0
98737,35,2.0,2.0,2.0
98739,35,2.0,2.0,4.0
98740,35,2.0,2.0,4.0
98742,35,2.0,2.0,4.0
98743,35,2.0,4.0,4.0
98746,35,4.0,4.0,4.0
98747,35,2.0,2.0,4.0
98748,35,4.0,4.0,4.0
98749,35,2.0,2.0,4.0
98750,35,4.0,4.0,4.0
98752,35,4.0,4.0,4.0
98754,35,2.0,4.0,4.0
98755,35,2.0,4.0,4.0
98756,35,4.0,4.0,4.0
98757,35,2.0,4.0,4.0
98758,35,4.0,4.0,4.0
98759,35,2.0,4.0,2.0
98761,35,2.0,2.0,4.0
98762,35,2.0,4.0,2.0
98763,35,2.0,4.0,2.0
98764,35,2.0,4.0,4.0
98766,35,2.0,4.0,4.0
98773,35,2.0,4.0,2.0
98778,35,2.0,4.0,2.0
98779,35,2.0,4.0,2.0
98780,35,2.0,4.0,2.0
98781,35,4.0,4.0,4.0
98782,35,2.0,4.0,2.0
98785,35,4.0,4.0,2.0
98786,35,2.0,4.0,2.0
98787,35,2.0,4.0,2.0
98788,35,2.0,4.0,2.0
98789,35,2.0,4.0,2.0
98790,35,2.0,4.0,2.0
98791,35,2.0,4.0,2.0
98793,35,4.0,4.0,4.0
98798,35,2.0,4.0,2.0
98800,35,2.0,4.0,2.0
98801,35,2.0,4.0,2.0
98804,35,2.0,4.0,4.0
98805,35,4.0,4.0,4.0
98808,35,2.0,4.0,2.0
98813,35,2.0,4.0,2.0
98814,35,2.0,2.0,2.0
98815,35,2.0,4.0,2.0
98818,35,2.0,4.0,2.0
98819,35,2.0,4.0,2.0
98821,35,2.0,4.0,2.0
98822,35,2.0,2.0,2.0
98823,35,2.0,4.0,2.0
98824,35,2.0,4.0,2.0
98826,35,2.0,4.0,4.0
98827,35,2.0,2.0,2.0
98830,35,2.0,4.0,2.0
98831,35,2.0,4.0,2.0
98832,35,2.0,4.0,2.0
98834,35,4.0,4.0,4.0
98837,35,2.0,4.0,4.0
98840,35,2.0,4.0,2.0
98844,35,2.0,4.0,2.0
98845,35,2.0,4.0,2.0
98846,35,2.0,4.0,2.0
98847,35,2.0,4.0,2.0
98849,35,2.0,4.0,2.0
98852,35,2.0,4.0,2.0
98854,35,2.0,4.0,2.0
98855,35,2.0,4.0,2.0
98856,35,2.0,4.0,2.0
98858,35,2.0,4.0,2.0
98859,35,4.0,4.0,4.0
98861,35,2.0,4.0,2.0
98863,35,2.0,4.0,2.0
98867,35,2.0,4.0,2.0
98868,35,2.0,4.0,2.0
98869,35,2.0,2.0,2.0
98870,35,2.0,4.0,2.0
98871,35,2.0,4.0,2.0
98873,35,2.0,2.0,4.0
98875,35,2.0,4.0,2.0
98876,35,4.0,4.0,4.0
98877,35,2.0,4.0,4.0
98878,35,2.0,4.0,2.0
98879,35,4.0,4.0,4.0
98880,35,4.0,4.0,2.0
98883,35,2.0,4.0,2.0
98885,35,2.0,4.0,2.0
98886,35,2.0,2.0,4.0
98887,35,2.0,4.0,4.0
98889,35,4.0,4.0,4.0
98890,35,2.0,4.0,2.0
98892,35,4.0,4.0,4.0
98893,35,2.0,4.0,2.0
98894,35,4.0,4.0,4.0
98897,35,2.0,2.0,2.0
98899,35,2.0,4.0,2.0
98901,35,2.0,2.0,4.0
98903,35,4.0,4.0,4.0
98904,35,2.0,4.0,2.0
98905,35,2.0,4.0,2.0
98907,35,2.0,4.0,2.0
98908,35,2.0,4.0,2.0
98909,35,2.0,2.0,2.0
98910,35,2.0,2.0,2.0
98911,35,2.0,2.0,2.0
98912,35,4.0,4.0,4.0
98913,35,2.0,4.0,2.0
98914,35,2.0,4.0,4.0
98915,35,2.0,2.0,2.0
98916,35,2.0,4.0,2.0
98917,35,4.0,4.0,4.0
98918,35,2.0,4.0,2.0
98919,35,4.0,4.0,4.0
98920,35,2.0,4.0,2.0
98921,35,2.0,4.0,2.0
98922,35,2.0,4.0,2.0
98923,35,2.0,4.0,2.0
98925,35,2.0,2.0,2.0
98927,35,4.0,4.0,4.0
98930,35,2.0,2.0,2.0
98931,35,2.0,4.0,2.0
98932,35,2.0,2.0,4.0
98935,35,2.0,4.0,2.0
98936,35,2.0,4.0,2.0
98939,35,2.0,4.0,2.0
98940,35,2.0,2.0,2.0
98942,35,4.0,4.0,2.0
98943,35,2.0,2.0,2.0
98944,35,2.0,4.0,2.0
98945,35,2.0,4.0,4.0
98946,35,4.0,2.0,2.0
98947,35,2.0,4.0,2.0
98949,35,4.0,4.0,4.0
98950,35,2.0,2.0,2.0
98951,35,2.0,4.0,2.0
98952,35,2.0,4.0,4.0
98953,35,2.0,4.0,2.0
98955,35,2.0,4.0,2.0
98957,35,2.0,4.0,2.0
98959,35,2.0,4.0,2.0
98960,35,2.0,4.0,2.0
98965,35,2.0,4.0,2.0
98966,35,4.0,4.0,4.0
98969,35,2.0,4.0,2.0
98980,35,2.0,4.0,2.0
98983,35,2.0,4.0,2.0
98985,35,2.0,2.0,4.0
98986,35,2.0,4.0,2.0
98987,35,2.0,4.0,4.0
98992,35,2.0,4.0,4.0
98994,35,2.0,4.0,2.0
98995,35,2.0,4.0,2.0
98998,35,4.0,4.0,4.0
99000,35,2.0,2.0,4.0
99001,35,2.0,4.0,2.0
99002,35,2.0,4.0,4.0
99004,35,2.0,4.0,4.0
99005,35,2.0,4.0,2.0
99006,35,2.0,2.0,2.0
99007,35,2.0,2.0,2.0
99009,35,2.0,4.0,2.0
99010,35,4.0,4.0,4.0
99014,35,4.0,4.0,4.0
99015,35,2.0,4.0,4.0
99017,35,4.0,4.0,4.0
99018,35,2.0,2.0,2.0
99019,35,2.0,4.0,2.0
99020,35,4.0,4.0,2.0
99022,35,2.0,4.0,2.0
99024,35,4.0,4.0,2.0
99025,35,2.0,4.0,2.0
99026,35,4.0,4.0,4.0
99028,35,2.0,2.0,4.0
99029,35,4.0,4.0,4.0
99030,35,2.0,4.0,4.0
99031,35,2.0,4.0,2.0
99032,35,4.0,4.0,4.0
99033,35,2.0,4.0,2.0
99034,35,2.0,2.0,2.0
99035,35,2.0,2.0,2.0
99036,35,2.0,4.0,4.0
99037,35,2.0,2.0,4.0
99038,35,4.0,4.0,4.0
99039,35,4.0,4.0,4.0
99040,35,2.0,4.0,4.0
99042,35,4.0,4.0,4.0
99044,35,2.0,4.0,4.0
99047,35,2.0,4.0,4.0
99049,35,4.0,4.0,4.0
99051,35,2.0,4.0,4.0
99052,35,2.0,4.0,2.0
99053,35,2.0,2.0,2.0
99054,35,4.0,4.0,2.0
99055,35,2.0,4.0,2.0
99057,35,2.0,4.0,4.0
99058,35,2.0,4.0,2.0
99060,35,2.0,2.0,4.0
99061,35,2.0,4.0,2.0
99062,35,2.0,2.0,4.0
99064,35,2.0,2.0,2.0
99065,35,2.0,2.0,4.0
99069,35,2.0,4.0,4.0
99070,35,2.0,2.0,4.0
99071,35,2.0,4.0,4.0
99072,35,4.0,2.0,4.0
99074,35,2.0,2.0,4.0
99076,35,2.0,4.0,2.0
99077,35,2.0,4.0,2.0
99078,35,2.0,4.0,4.0
99081,35,4.0,4.0,4.0
99084,35,2.0,2.0,4.0
99088,35,2.0,4.0,4.0
99093,35,2.0,4.0,4.0
99094,35,2.0,2.0,4.0
99096,35,4.0,4.0,4.0
99097,35,2.0,4.0,4.0
99098,35,2.0,4.0,4.0
99100,35,4.0,4.0,4.0
99101,35,2.0,4.0,2.0
99102,35,4.0,4.0,4.0
99104,35,2.0,4.0,2.0
99106,35,2.0,4.0,4.0
99107,35,2.0,4.0,4.0
99108,35,2.0,4.0,4.0
99109,35,4.0,4.0,4.0
99110,35,2.0,4.0,4.0
99111,35,4.0,4.0,4.0
99114,35,2.0,2.0,4.0
99119,35,2.0,4.0,2.0
99120,35,2.0,4.0,4.0
99121,35,2.0,4.0,4.0
99124,35,4.0,4.0,4.0
99125,35,4.0,4.0,4.0
99127,35,2.0,2.0,4.0
99130,35,2.0,4.0,2.0
99131,35,4.0,4.0,4.0
99136,35,2.0,4.0,2.0
99137,35,2.0,4.0,4.0
99139,35,2.0,4.0,2.0
99140,35,2.0,4.0,2.0
99143,35,2.0,4.0,2.0
99144,35,2.0,4.0,2.0
99145,35,2.0,4.0,2.0
99146,35,2.0,4.0,2.0
99147,35,2.0,4.0,2.0
99148,35,2.0,4.0,2.0
99149,35,2.0,4.0,2.0
99150,35,2.0,4.0,2.0
99151,35,2.0,2.0,2.0
99152,35,2.0,2.0,2.0
99153,35,2.0,4.0,2.0
99154,35,2.0,4.0,4.0
99155,35,2.0,4.0,2.0
99156,35,2.0,4.0,2.0
99157,35,4.0,2.0,4.0
99158,35,4.0,2.0,4.0
99159,35,2.0,4.0,2.0
99160,35,4.0,2.0,4.0
99161,35,2.0,4.0,2.0
99163,35,2.0,4.0,2.0
99165,35,4.0,4.0,4.0
99167,35,4.0,4.0,4.0
99169,35,4.0,2.0,4.0
99172,35,4.0,4.0,4.0
99173,35,2.0,4.0,2.0
99175,35,4.0,4.0,4.0
99176,35,2.0,2.0,2.0
99177,35,2.0,4.0,2.0
99178,35,2.0,4.0,2.0
99185,35,2.0,4.0,2.0
99188,35,2.0,4.0,2.0
99189,35,2.0,4.0,2.0
99190,35,4.0,4.0,4.0
99194,35,2.0,4.0,2.0
99195,35,2.0,4.0,2.0
99197,35,4.0,4.0,4.0
99198,35,2.0,4.0,2.0
99199,35,2.0,2.0,2.0
99200,35,2.0,4.0,2.0
99211,35,2.0,2.0,2.0
99212,35,2.0,2.0,4.0
99213,35,2.0,4.0,2.0
99215,35,2.0,2.0,2.0
99216,35,2.0,2.0,4.0
99229,35,2.0,2.0,4.0
99247,35,2.0,4.0,2.0
99248,35,2.0,4.0,2.0
99249,35,2.0,2.0,2.0
99253,35,4.0,2.0,2.0
99257,35,2.0,4.0,2.0
99260,35,2.0,4.0,2.0
99261,35,2.0,4.0,2.0
99264,35,2.0,4.0,2.0
99265,35,4.0,4.0,4.0
99272,35,2.0,4.0,2.0
99273,35,2.0,4.0,2.0
99274,35,2.0,2.0,2.0
99277,35,2.0,2.0,2.0
99279,35,4.0,4.0,4.0
99281,35,2.0,4.0,4.0
99283,35,2.0,4.0,2.0
99284,35,2.0,4.0,4.0
99286,35,4.0,4.0,4.0
99287,35,4.0,4.0,4.0
99288,35,2.0,4.0,4.0
99289,35,4.0,4.0,4.0
99290,35,4.0,4.0,4.0
99291,35,2.0,2.0,4.0
99294,35,2.0,4.0,4.0
99295,35,2.0,4.0,4.0
99296,35,4.0,4.0,4.0
99297,35,2.0,4.0,4.0
99299,35,4.0,4.0,2.0
99301,35,4.0,4.0,4.0
99303,35,2.0,4.0,4.0
99304,35,2.0,4.0,4.0
99306,35,2.0,4.0,4.0
99308,35,2.0,4.0,4.0
99310,35,2.0,4.0,4.0
99312,35,2.0,4.0,4.0
99313,35,2.0,4.0,4.0
99314,35,2.0,2.0,4.0
99315,35,2.0,4.0,4.0
99316,35,2.0,4.0,2.0
99317,35,4.0,4.0,4.0
99318,35,2.0,4.0,4.0
99319,35,2.0,4.0,4.0
99320,35,2.0,4.0,4.0
99322,35,4.0,4.0,4.0
99324,35,4.0,4.0,4.0
99325,35,2.0,4.0,4.0
99326,35,2.0,4.0,4.0
99327,35,2.0,2.0,4.0
99329,35,4.0,4.0,4.0
99331,35,4.0,4.0,4.0
99332,35,2.0,4.0,4.0
99333,35,2.0,4.0,4.0
99334,35,2.0,4.0,4.0
99335,35,2.0,4.0,4.0
99337,35,2.0,4.0,2.0
99338,35,4.0,4.0,4.0
99339,35,2.0,4.0,2.0
99341,35,2.0,4.0,4.0
99357,35,4.0,4.0,4.0
99360,35,4.0,4.0,4.0
99361,35,2.0,4.0,4.0
99363,35,2.0,4.0,4.0
99365,35,2.0,4.0,4.0
99366,35,2.0,2.0,2.0
99367,35,4.0,4.0,4.0
99368,35,4.0,4.0,4.0
99372,35,2.0,4.0,2.0
99373,35,2.0,2.0,2.0
99375,35,4.0,4.0,4.0
99376,35,2.0,4.0,4.0
99377,35,4.0,4.0,4.0
99378,35,2.0,4.0,2.0
99380,35,4.0,4.0,4.0
99383,35,4.0,4.0,4.0
99384,35,2.0,4.0,4.0
99385,35,2.0,4.0,4.0
99386,35,4.0,4.0,4.0
99387,35,2.0,4.0,2.0
99390,35,2.0,4.0,2.0
99392,35,2.0,4.0,2.0
99393,35,2.0,4.0,2.0
99394,35,2.0,4.0,2.0
99395,35,2.0,4.0,2.0
99397,35,4.0,4.0,2.0
99398,35,4.0,4.0,4.0
99400,35,4.0,4.0,4.0
99401,35,2.0,4.0,2.0
99405,35,2.0,4.0,2.0
99407,35,2.0,4.0,2.0
99412,35,2.0,4.0,2.0
99413,35,2.0,4.0,2.0
99414,35,2.0,4.0,2.0
99416,35,2.0,2.0,2.0
99417,35,2.0,4.0,2.0
99418,35,2.0,4.0,2.0
99419,35,2.0,4.0,2.0
99421,35,2.0,4.0,2.0
99425,35,4.0,4.0,4.0
99426,35,2.0,4.0,2.0
99427,35,2.0,4.0,4.0
99428,35,2.0,4.0,2.0
99429,35,2.0,4.0,4.0
99430,35,2.0,4.0,4.0
99431,35,2.0,4.0,2.0
99434,35,2.0,4.0,2.0
99436,35,2.0,4.0,2.0
99437,35,2.0,4.0,4.0
99438,35,2.0,4.0,2.0
99439,35,2.0,4.0,4.0
99441,35,2.0,2.0,2.0
99442,35,2.0,2.0,2.0
99443,35,2.0,4.0,2.0
99444,35,2.0,4.0,2.0
99446,35,2.0,2.0,2.0
99447,35,2.0,2.0,2.0
99449,35,2.0,2.0,2.0
99450,35,2.0,4.0,2.0
99451,35,2.0,4.0,2.0
99452,35,2.0,4.0,2.0
99454,35,2.0,2.0,2.0
99455,35,2.0,2.0,2.0
99461,35,4.0,4.0,4.0
99462,35,2.0,4.0,2.0
99463,35,2.0,2.0,2.0
99464,35,2.0,4.0,2.0
99466,35,2.0,4.0,2.0
