,UF,ACESSO_CEL,ACESSO_TABL,TEM_3G
97518,35,2.0,4.0,4.0
97523,35,2.0,4.0,2.0
97525,35,2.0,4.0,2.0
97528,35,2.0,2.0,2.0
97534,35,2.0,4.0,2.0
97535,35,4.0,4.0,2.0
97536,35,2.0,2.0,2.0
97537,35,2.0,2.0,2.0
97538,35,2.0,2.0,2.0
97539,35,2.0,2.0,2.0
97541,35,2.0,2.0,4.0
97543,35,2.0,2.0,4.0
97546,35,2.0,2.0,4.0
97547,35,2.0,2.0,2.0
97548,35,2.0,2.0,4.0
97551,35,4.0,4.0,4.0
97553,35,2.0,2.0,4.0
97554,35,2.0,2.0,4.0
97555,35,2.0,2.0,4.0
97556,35,2.0,4.0,2.0
97557,35,2.0,4.0,4.0
97558,35,2.0,4.0,4.0
97559,35,2.0,4.0,2.0
97560,35,2.0,4.0,4.0
97561,35,2.0,4.0,2.0
97562,35,2.0,4.0,4.0
97563,35,2.0,4.0,2.0
97564,35,2.0,4.0,2.0
97565,35,2.0,4.0,2.0
97568,35,2.0,4.0,4.0
97569,35,2.0,2.0,4.0
97571,35,2.0,4.0,2.0
97573,35,2.0,4.0,4.0
97576,35,2.0,4.0,2.0
97577,35,2.0,4.0,2.0
97578,35,2.0,4.0,4.0
97579,35,2.0,4.0,2.0
97580,35,2.0,4.0,4.0
97581,35,2.0,4.0,4.0
97582,35,2.0,4.0,4.0
97583,35,2.0,4.0,4.0
97584,35,2.0,2.0,2.0
97585,35,2.0,2.0,2.0
97586,35,2.0,4.0,4.0
97587,35,2.0,2.0,2.0
97589,35,4.0,4.0,4.0
97591,35,2.0,4.0,2.0
97593,35,2.0,4.0,2.0
97594,35,2.0,4.0,4.0
97596,35,4.0,4.0,4.0
97597,35,2.0,4.0,2.0
97599,35,2.0,2.0,2.0
97600,35,2.0,4.0,2.0
97601,35,2.0,4.0,2.0
97604,35,2.0,4.0,4.0
97605,35,2.0,4.0,2.0
97606,35,2.0,4.0,2.0
97608,35,2.0,4.0,2.0
97615,35,2.0,4.0,2.0
97616,35,2.0,4.0,4.0
97617,35,2.0,4.0,4.0
97619,35,2.0,4.0,4.0
97620,35,2.0,4.0,2.0
97622,35,2.0,4.0,2.0
97623,35,2.0,2.0,2.0
97624,35,2.0,4.0,2.0
97627,35,2.0,4.0,2.0
97630,35,2.0,4.0,2.0
97632,35,2.0,4.0,2.0
97633,35,2.0,4.0,4.0
97638,35,4.0,4.0,4.0
97640,35,2.0,4.0,4.0
97641,35,2.0,4.0,2.0
97642,35,2.0,4.0,2.0
97644,35,4.0,4.0,2.0
97647,35,2.0,4.0,4.0
97652,35,4.0,4.0,4.0
97653,35,2.0,2.0,2.0
97655,35,2.0,4.0,2.0
97656,35,2.0,4.0,2.0
97659,35,2.0,2.0,2.0
97663,35,2.0,4.0,2.0
97665,35,2.0,4.0,2.0
97667,35,2.0,2.0,2.0
97668,35,2.0,2.0,2.0
97674,35,2.0,4.0,2.0
97677,35,2.0,2.0,4.0
97678,35,2.0,4.0,2.0
97679,35,2.0,4.0,2.0
97680,35,2.0,2.0,2.0
97681,35,2.0,4.0,2.0
97682,35,2.0,4.0,4.0
97684,35,2.0,4.0,2.0
97685,35,4.0,4.0,4.0
97686,35,2.0,4.0,4.0
97689,35,2.0,4.0,4.0
97691,35,2.0,4.0,4.0
97694,35,2.0,4.0,4.0
97700,35,2.0,4.0,4.0
97702,35,2.0,4.0,2.0
97704,35,2.0,4.0,2.0
97705,35,2.0,4.0,2.0
97706,35,2.0,4.0,2.0
97707,35,2.0,4.0,2.0
97710,35,2.0,4.0,4.0
97712,35,2.0,2.0,4.0
97716,35,2.0,4.0,2.0
97717,35,2.0,4.0,2.0
97719,35,2.0,4.0,4.0
97720,35,2.0,4.0,2.0
97725,35,2.0,4.0,2.0
97727,35,2.0,2.0,2.0
97728,35,2.0,4.0,2.0
97729,35,2.0,2.0,2.0
97730,35,4.0,4.0,4.0
97733,35,2.0,4.0,4.0
97734,35,2.0,4.0,4.0
97735,35,2.0,4.0,4.0
97736,35,2.0,4.0,2.0
97739,35,2.0,4.0,4.0
97740,35,2.0,4.0,4.0
97741,35,4.0,4.0,4.0
97742,35,2.0,2.0,4.0
97747,35,2.0,2.0,4.0
97750,35,2.0,4.0,2.0
97751,35,2.0,4.0,2.0
97755,35,2.0,4.0,2.0
97757,35,2.0,4.0,4.0
97758,35,4.0,4.0,4.0
97759,35,2.0,4.0,2.0
97761,35,2.0,4.0,2.0
97762,35,2.0,4.0,2.0
97764,35,2.0,2.0,2.0
97766,35,2.0,4.0,4.0
97768,35,2.0,4.0,4.0
97771,35,2.0,4.0,2.0
97774,35,2.0,4.0,2.0
97778,35,2.0,4.0,2.0
97781,35,2.0,4.0,4.0
97784,35,4.0,4.0,4.0
97787,35,2.0,4.0,2.0
97791,35,2.0,2.0,2.0
97793,35,2.0,4.0,2.0
97799,35,2.0,4.0,2.0
97805,35,2.0,4.0,2.0
97808,35,2.0,4.0,2.0
97809,35,2.0,4.0,2.0
97810,35,2.0,4.0,2.0
97811,35,2.0,4.0,2.0
97819,35,2.0,2.0,4.0
97820,35,2.0,2.0,4.0
97824,35,2.0,4.0,4.0
97825,35,2.0,4.0,4.0
97827,35,2.0,2.0,4.0
97831,35,2.0,4.0,4.0
97832,35,2.0,4.0,4.0
97833,35,2.0,4.0,2.0
97834,35,2.0,4.0,2.0
97838,35,2.0,4.0,2.0
97840,35,2.0,4.0,2.0
97841,35,2.0,4.0,2.0
97842,35,2.0,4.0,2.0
97843,35,2.0,4.0,2.0
97844,35,2.0,4.0,2.0
97845,35,2.0,4.0,2.0
97846,35,2.0,4.0,2.0
97847,35,2.0,4.0,2.0
97848,35,2.0,4.0,2.0
97849,35,2.0,4.0,2.0
97851,35,2.0,4.0,2.0
97852,35,2.0,4.0,2.0
97853,35,2.0,4.0,2.0
97855,35,4.0,4.0,2.0
97856,35,2.0,4.0,2.0
97859,35,2.0,4.0,2.0
97860,35,2.0,4.0,2.0
97861,35,2.0,4.0,2.0
97862,35,2.0,4.0,2.0
97863,35,2.0,4.0,2.0
97864,35,2.0,4.0,2.0
97866,35,2.0,4.0,2.0
97869,35,2.0,4.0,2.0
97875,35,2.0,4.0,2.0
97877,35,2.0,4.0,2.0
97878,35,2.0,4.0,2.0
97879,35,2.0,4.0,2.0
97880,35,2.0,4.0,2.0
97887,35,2.0,4.0,2.0
97888,35,4.0,4.0,4.0
97889,35,2.0,2.0,2.0
97891,35,2.0,4.0,2.0
97892,35,2.0,4.0,2.0
97894,35,2.0,2.0,2.0
97895,35,2.0,4.0,2.0
97897,35,2.0,4.0,2.0
97899,35,2.0,4.0,2.0
97901,35,2.0,4.0,2.0
97902,35,2.0,4.0,2.0
97903,35,4.0,4.0,4.0
97904,35,2.0,4.0,2.0
97907,35,2.0,4.0,2.0
97908,35,2.0,4.0,4.0
97910,35,2.0,4.0,2.0
97912,35,2.0,4.0,2.0
97914,35,2.0,4.0,2.0
97915,35,2.0,4.0,2.0
97917,35,2.0,4.0,2.0
97919,35,2.0,4.0,2.0
97927,35,2.0,4.0,2.0
97928,35,2.0,4.0,2.0
97931,35,2.0,2.0,4.0
97932,35,2.0,4.0,2.0
97933,35,2.0,4.0,2.0
97936,35,2.0,4.0,4.0
97938,35,2.0,4.0,2.0
97939,35,2.0,4.0,2.0
97941,35,2.0,2.0,2.0
97944,35,2.0,4.0,4.0
97946,35,2.0,4.0,4.0
97947,35,4.0,4.0,4.0
97948,35,2.0,4.0,4.0
97949,35,2.0,2.0,4.0
97952,35,2.0,2.0,4.0
97954,35,2.0,4.0,2.0
97956,35,2.0,4.0,2.0
97957,35,2.0,2.0,2.0
97959,35,2.0,2.0,4.0
97960,35,2.0,2.0,2.0
97963,35,2.0,4.0,4.0
97964,35,2.0,4.0,4.0
97966,35,4.0,4.0,4.0
97967,35,2.0,4.0,4.0
97968,35,2.0,4.0,2.0
97969,35,4.0,4.0,4.0
97972,35,2.0,4.0,4.0
97974,35,4.0,4.0,4.0
97978,35,2.0,4.0,2.0
97979,35,2.0,4.0,2.0
97980,35,2.0,4.0,2.0
97981,35,2.0,4.0,2.0
97982,35,2.0,4.0,2.0
97984,35,2.0,4.0,4.0
97988,35,2.0,2.0,2.0
97990,35,2.0,4.0,2.0
97992,35,2.0,4.0,2.0
97995,35,2.0,2.0,4.0
97996,35,2.0,2.0,2.0
97997,35,2.0,4.0,2.0
97998,35,2.0,4.0,4.0
97999,35,2.0,4.0,4.0
98000,35,4.0,4.0,4.0
98001,35,2.0,4.0,2.0
98004,35,2.0,4.0,4.0
98008,35,2.0,4.0,2.0
98010,35,2.0,2.0,4.0
98011,35,2.0,4.0,2.0
98012,35,2.0,4.0,2.0
98014,35,4.0,4.0,4.0
98015,35,2.0,4.0,2.0
98017,35,2.0,4.0,2.0
98018,35,4.0,4.0,4.0
98019,35,2.0,4.0,2.0
98021,35,2.0,4.0,4.0
98022,35,2.0,2.0,2.0
98023,35,2.0,4.0,2.0
98024,35,2.0,4.0,2.0
98025,35,2.0,4.0,2.0
98049,35,2.0,4.0,2.0
98050,35,2.0,4.0,2.0
98051,35,2.0,4.0,2.0
98052,35,2.0,4.0,2.0
98053,35,2.0,4.0,4.0
98055,35,4.0,4.0,2.0
98058,35,2.0,4.0,2.0
98060,35,2.0,4.0,2.0
98066,35,2.0,4.0,2.0
98071,35,2.0,4.0,2.0
98081,35,2.0,4.0,2.0
98093,35,4.0,4.0,2.0
98104,35,2.0,4.0,2.0
98105,35,2.0,4.0,2.0
98106,35,2.0,4.0,2.0
98108,35,2.0,2.0,2.0
98110,35,2.0,4.0,2.0
98115,35,2.0,4.0,2.0
98117,35,2.0,4.0,2.0
98121,35,2.0,4.0,2.0
98126,35,2.0,4.0,2.0
98130,35,2.0,2.0,2.0
98131,35,2.0,4.0,2.0
98132,35,2.0,2.0,4.0
98134,35,2.0,4.0,2.0
98135,35,2.0,2.0,2.0
98137,35,2.0,4.0,2.0
98138,35,4.0,4.0,4.0
98139,35,2.0,2.0,2.0
98141,35,2.0,4.0,2.0
98142,35,2.0,4.0,2.0
98143,35,2.0,4.0,2.0
98144,35,2.0,4.0,2.0
98145,35,2.0,2.0,2.0
98146,35,2.0,2.0,2.0
98147,35,2.0,4.0,2.0
98148,35,2.0,4.0,2.0
98149,35,2.0,4.0,2.0
98150,35,2.0,4.0,2.0
98151,35,2.0,4.0,2.0
98153,35,4.0,4.0,4.0
98154,35,2.0,4.0,2.0
98155,35,2.0,4.0,2.0
98156,35,2.0,2.0,2.0
98157,35,2.0,4.0,2.0
98160,35,2.0,2.0,2.0
98164,35,2.0,4.0,2.0
98170,35,2.0,2.0,2.0
98173,35,2.0,4.0,2.0
98178,35,2.0,4.0,4.0
98179,35,2.0,4.0,4.0
98180,35,2.0,4.0,2.0
98181,35,2.0,2.0,2.0
98182,35,2.0,2.0,2.0
98183,35,2.0,4.0,2.0
98184,35,2.0,2.0,2.0
98185,35,2.0,4.0,2.0
98187,35,4.0,2.0,2.0
98188,35,2.0,2.0,2.0
98189,35,2.0,4.0,2.0
98191,35,2.0,4.0,2.0
98192,35,2.0,4.0,2.0
98193,35,4.0,4.0,4.0
98194,35,2.0,2.0,2.0
98195,35,2.0,2.0,2.0
98196,35,2.0,2.0,2.0
98197,35,2.0,4.0,2.0
98198,35,2.0,4.0,4.0
98199,35,2.0,4.0,2.0
98200,35,2.0,4.0,2.0
98201,35,2.0,4.0,2.0
98203,35,2.0,4.0,2.0
98215,35,2.0,4.0,4.0
98229,35,2.0,4.0,2.0
98232,35,2.0,4.0,4.0
98235,35,2.0,4.0,2.0
98247,35,2.0,4.0,2.0
98254,35,2.0,2.0,2.0
98259,35,2.0,4.0,2.0
98264,35,2.0,4.0,2.0
98265,35,2.0,4.0,4.0
98267,35,4.0,4.0,4.0
98268,35,2.0,4.0,2.0
98272,35,2.0,4.0,4.0
98273,35,2.0,4.0,4.0
98274,35,2.0,4.0,4.0
98275,35,2.0,2.0,4.0
98277,35,2.0,4.0,2.0
98283,35,2.0,4.0,4.0
98286,35,2.0,2.0,2.0
98287,35,2.0,4.0,2.0
98288,35,2.0,4.0,2.0
98289,35,2.0,2.0,4.0
98292,35,2.0,4.0,4.0
98297,35,2.0,4.0,4.0
98298,35,2.0,4.0,2.0
98299,35,2.0,4.0,2.0
98301,35,2.0,4.0,2.0
98311,35,2.0,4.0,2.0
98317,35,2.0,2.0,4.0
98335,35,2.0,4.0,2.0
98339,35,2.0,4.0,4.0
98340,35,2.0,4.0,2.0
98342,35,2.0,2.0,4.0
98343,35,2.0,4.0,4.0
98344,35,2.0,4.0,4.0
98345,35,2.0,2.0,2.0
98349,35,2.0,4.0,2.0
98365,35,2.0,2.0,2.0
98367,35,2.0,2.0,2.0
98370,35,2.0,2.0,4.0
98374,35,2.0,4.0,4.0
98375,35,2.0,4.0,2.0
98376,35,2.0,4.0,4.0
98382,35,2.0,4.0,2.0
98392,35,2.0,2.0,4.0
98394,35,2.0,4.0,4.0
98396,35,2.0,2.0,2.0
98398,35,2.0,4.0,4.0
98399,35,2.0,4.0,4.0
98400,35,2.0,4.0,2.0
98403,35,2.0,4.0,2.0
98407,35,2.0,4.0,4.0
98410,35,2.0,4.0,2.0
98420,35,2.0,4.0,4.0
98422,35,2.0,4.0,2.0
98424,35,2.0,4.0,2.0
98428,35,2.0,2.0,4.0
98429,35,2.0,4.0,2.0
98430,35,2.0,4.0,2.0
98431,35,2.0,4.0,2.0
98433,35,2.0,4.0,2.0
98434,35,2.0,4.0,2.0
98436,35,4.0,2.0,2.0
98437,35,2.0,4.0,2.0
98440,35,2.0,4.0,4.0
98441,35,2.0,4.0,2.0
98443,35,2.0,4.0,4.0
98446,35,2.0,4.0,2.0
98448,35,2.0,2.0,2.0
98449,35,2.0,4.0,2.0
98451,35,4.0,4.0,4.0
98452,35,2.0,4.0,2.0
98454,35,2.0,4.0,2.0
98456,35,2.0,4.0,2.0
98457,35,4.0,4.0,2.0
98459,35,2.0,4.0,2.0
98462,35,2.0,4.0,2.0
98469,35,2.0,4.0,2.0
98470,35,2.0,4.0,2.0
98472,35,2.0,4.0,2.0
98477,35,2.0,4.0,2.0
98478,35,2.0,4.0,4.0
98479,35,2.0,4.0,4.0
98481,35,2.0,4.0,2.0
98483,35,2.0,2.0,4.0
98485,35,2.0,2.0,2.0
98486,35,2.0,4.0,4.0
98492,35,2.0,4.0,4.0
98494,35,2.0,2.0,2.0
98496,35,2.0,4.0,2.0
98497,35,2.0,4.0,2.0
98498,35,2.0,2.0,2.0
98500,35,2.0,2.0,2.0
98501,35,2.0,4.0,2.0
98502,35,2.0,4.0,4.0
98504,35,2.0,2.0,2.0
98505,35,2.0,4.0,2.0
98506,35,2.0,4.0,2.0
98507,35,2.0,4.0,2.0
98508,35,2.0,4.0,2.0
98509,35,2.0,4.0,2.0
98510,35,2.0,2.0,2.0
98511,35,2.0,4.0,2.0
98512,35,2.0,4.0,2.0
98513,35,2.0,2.0,2.0
98514,35,2.0,4.0,2.0
98517,35,2.0,4.0,2.0
98518,35,2.0,4.0,2.0
98519,35,2.0,2.0,2.0
98520,35,2.0,4.0,2.0
98522,35,2.0,4.0,2.0
98524,35,2.0,2.0,2.0
98525,35,2.0,2.0,2.0
98526,35,2.0,4.0,2.0
98527,35,2.0,4.0,2.0
98528,35,2.0,4.0,2.0
98529,35,2.0,2.0,2.0
98530,35,2.0,4.0,2.0
98531,35,2.0,4.0,2.0
98533,35,2.0,4.0,2.0
98534,35,2.0,4.0,2.0
98535,35,2.0,4.0,2.0
98536,35,2.0,4.0,2.0
98537,35,2.0,4.0,2.0
98538,35,2.0,2.0,2.0
98539,35,2.0,4.0,2.0
98544,35,2.0,4.0,2.0
98545,35,2.0,4.0,2.0
98547,35,2.0,4.0,2.0
98548,35,2.0,4.0,2.0
98549,35,2.0,4.0,2.0
98551,35,2.0,4.0,2.0
98552,35,2.0,4.0,2.0
98554,35,2.0,4.0,2.0
98555,35,2.0,4.0,2.0
98556,35,2.0,4.0,2.0
98559,35,2.0,4.0,2.0
98561,35,2.0,4.0,2.0
98565,35,2.0,4.0,2.0
98567,35,2.0,4.0,2.0
98573,35,2.0,4.0,2.0
98574,35,2.0,4.0,2.0
98577,35,2.0,4.0,2.0
98578,35,2.0,4.0,2.0
98579,35,2.0,4.0,4.0
98580,35,2.0,4.0,2.0
98582,35,2.0,4.0,2.0
98584,35,2.0,4.0,4.0
98587,35,2.0,4.0,2.0
98589,35,2.0,2.0,2.0
98591,35,2.0,4.0,2.0
98592,35,2.0,4.0,2.0
98594,35,2.0,4.0,2.0
98595,35,2.0,4.0,2.0
98596,35,2.0,4.0,2.0
98598,35,2.0,4.0,2.0
98601,35,2.0,4.0,2.0
98602,35,2.0,4.0,2.0
98606,35,2.0,4.0,2.0
98608,35,4.0,4.0,4.0
98610,35,2.0,4.0,2.0
98612,35,2.0,4.0,2.0
98614,35,2.0,4.0,2.0
98617,35,2.0,2.0,2.0
98619,35,2.0,2.0,4.0
98622,35,2.0,4.0,4.0
98625,35,2.0,4.0,2.0
98627,35,2.0,4.0,4.0
98630,35,2.0,4.0,2.0
98631,35,2.0,4.0,2.0
98632,35,2.0,4.0,2.0
98633,35,2.0,4.0,2.0
98636,35,2.0,4.0,4.0
98637,35,4.0,4.0,4.0
98638,35,2.0,4.0,4.0
98642,35,2.0,4.0,4.0
98647,35,2.0,4.0,4.0
98653,35,2.0,4.0,2.0
98654,35,2.0,2.0,2.0
98656,35,2.0,4.0,2.0
98658,35,2.0,4.0,2.0
98660,35,2.0,4.0,2.0
98661,35,2.0,4.0,2.0
98664,35,2.0,4.0,4.0
98665,35,2.0,4.0,2.0
98666,35,2.0,2.0,4.0
98669,35,2.0,2.0,4.0
98670,35,2.0,4.0,2.0
98672,35,2.0,4.0,2.0
98680,35,2.0,4.0,2.0
98681,35,2.0,4.0,2.0
98682,35,2.0,2.0,4.0
98683,35,2.0,4.0,2.0
98684,35,2.0,4.0,2.0
98687,35,2.0,2.0,4.0
98689,35,2.0,4.0,2.0
98690,35,2.0,4.0,2.0
98692,35,2.0,4.0,2.0
98693,35,2.0,4.0,2.0
98696,35,2.0,4.0,2.0
98697,35,2.0,4.0,2.0
98698,35,2.0,2.0,2.0
98699,35,2.0,4.0,2.0
98701,35,2.0,4.0,2.0
98704,35,2.0,4.0,2.0
98705,35,2.0,4.0,2.0
98706,35,2.0,4.0,2.0
98707,35,2.0,4.0,2.0
98710,35,2.0,4.0,2.0
98711,35,2.0,4.0,2.0
98712,35,2.0,4.0,2.0
98713,35,2.0,2.0,4.0
98714,35,2.0,2.0,4.0
98716,35,2.0,4.0,2.0
98717,35,2.0,4.0,2.0
98718,35,2.0,2.0,2.0
98720,35,2.0,4.0,2.0
98722,35,2.0,4.0,2.0
98724,35,4.0,4.0,4.0
98725,35,2.0,4.0,2.0
98726,35,2.0,4.0,2.0
98727,35,2.0,4.0,4.0
98732,35,2.0,4.0,4.0
98733,35,2.0,4.0,4.0
98734,35,2.0,4.0,2.0
98736,35,2.0,2.0,2.0
98737,35,2.0,4.0,2.0
98738,35,2.0,2.0,4.0
98739,35,2.0,4.0,2.0
98740,35,2.0,4.0,2.0
98741,35,2.0,2.0,4.0
98742,35,2.0,4.0,2.0
98743,35,2.0,4.0,2.0
98745,35,4.0,4.0,4.0
98746,35,4.0,4.0,4.0
98747,35,2.0,4.0,4.0
98748,35,2.0,2.0,2.0
98750,35,2.0,4.0,2.0
98751,35,2.0,4.0,2.0
98752,35,2.0,4.0,2.0
98756,35,2.0,4.0,2.0
98758,35,4.0,4.0,4.0
98759,35,2.0,2.0,2.0
98761,35,2.0,4.0,2.0
98764,35,2.0,4.0,2.0
98765,35,2.0,4.0,2.0
98766,35,2.0,4.0,2.0
98767,35,2.0,2.0,2.0
98769,35,2.0,2.0,2.0
98770,35,2.0,4.0,2.0
98773,35,2.0,4.0,2.0
98774,35,2.0,4.0,2.0
98781,35,2.0,4.0,2.0
98783,35,2.0,2.0,2.0
98785,35,2.0,4.0,2.0
98786,35,2.0,4.0,2.0
98788,35,2.0,4.0,2.0
98790,35,2.0,2.0,2.0
98791,35,2.0,4.0,2.0
98792,35,2.0,2.0,2.0
98793,35,2.0,2.0,2.0
98794,35,2.0,2.0,2.0
98795,35,2.0,4.0,2.0
98796,35,2.0,4.0,2.0
98797,35,4.0,4.0,4.0
98798,35,2.0,2.0,2.0
98802,35,2.0,2.0,2.0
98803,35,2.0,4.0,2.0
98804,35,2.0,4.0,2.0
98805,35,2.0,2.0,2.0
98806,35,2.0,4.0,2.0
98807,35,2.0,4.0,2.0
98809,35,2.0,2.0,2.0
98812,35,2.0,4.0,2.0
98813,35,2.0,4.0,2.0
98814,35,2.0,4.0,2.0
98815,35,2.0,4.0,2.0
98816,35,2.0,4.0,2.0
98817,35,2.0,4.0,2.0
98818,35,2.0,4.0,2.0
98820,35,2.0,4.0,2.0
98821,35,2.0,4.0,2.0
98822,35,2.0,4.0,2.0
98826,35,4.0,4.0,2.0
98828,35,2.0,4.0,2.0
98830,35,2.0,4.0,2.0
98835,35,4.0,4.0,4.0
98836,35,2.0,4.0,2.0
98838,35,2.0,4.0,4.0
98841,35,2.0,4.0,4.0
98842,35,2.0,4.0,2.0
98843,35,4.0,4.0,4.0
98844,35,2.0,4.0,2.0
98845,35,2.0,4.0,4.0
98848,35,2.0,4.0,4.0
98849,35,4.0,4.0,4.0
98850,35,2.0,4.0,2.0
98851,35,2.0,4.0,4.0
98852,35,2.0,2.0,4.0
98854,35,2.0,2.0,4.0
98858,35,2.0,4.0,4.0
98863,35,2.0,2.0,4.0
98865,35,2.0,4.0,4.0
98868,35,2.0,2.0,4.0
98869,35,4.0,4.0,4.0
98876,35,2.0,4.0,2.0
98879,35,2.0,4.0,4.0
98880,35,2.0,2.0,4.0
98885,35,2.0,4.0,4.0
98887,35,2.0,4.0,4.0
98888,35,2.0,4.0,4.0
98892,35,2.0,4.0,2.0
98893,35,2.0,4.0,4.0
98896,35,2.0,4.0,2.0
98898,35,2.0,2.0,2.0
98899,35,2.0,4.0,2.0
98900,35,2.0,4.0,2.0
98903,35,2.0,4.0,4.0
98905,35,2.0,4.0,2.0
98909,35,2.0,4.0,2.0
98911,35,4.0,4.0,4.0
98912,35,2.0,4.0,2.0
98913,35,2.0,2.0,2.0
98914,35,2.0,2.0,4.0
98915,35,4.0,4.0,4.0
98916,35,2.0,2.0,2.0
98917,35,2.0,4.0,2.0
98918,35,2.0,4.0,2.0
98919,35,4.0,4.0,4.0
98920,35,2.0,4.0,4.0
98921,35,2.0,2.0,2.0
98925,35,2.0,4.0,2.0
98927,35,4.0,4.0,2.0
98928,35,2.0,4.0,4.0
98929,35,2.0,4.0,2.0
98930,35,4.0,4.0,2.0
98931,35,2.0,4.0,2.0
98932,35,2.0,4.0,2.0
98933,35,2.0,2.0,4.0
98934,35,2.0,4.0,4.0
98935,35,2.0,4.0,4.0
98937,35,2.0,4.0,4.0
98938,35,2.0,4.0,2.0
98939,35,2.0,2.0,2.0
98941,35,2.0,4.0,4.0
98942,35,2.0,4.0,4.0
98943,35,2.0,4.0,2.0
98944,35,2.0,4.0,4.0
98945,35,2.0,2.0,4.0
98947,35,2.0,4.0,2.0
98948,35,2.0,4.0,4.0
98951,35,2.0,4.0,2.0
98952,35,2.0,4.0,2.0
98953,35,2.0,4.0,2.0
98954,35,4.0,4.0,2.0
98955,35,2.0,4.0,2.0
98956,35,4.0,4.0,4.0
98957,35,2.0,4.0,2.0
98958,35,2.0,4.0,2.0
98959,35,2.0,4.0,2.0
98961,35,2.0,4.0,4.0
98962,35,2.0,4.0,2.0
98963,35,2.0,4.0,2.0
98966,35,2.0,4.0,2.0
98967,35,2.0,4.0,2.0
98969,35,2.0,4.0,2.0
98970,35,4.0,4.0,2.0
98971,35,2.0,4.0,2.0
98972,35,2.0,4.0,4.0
98973,35,2.0,4.0,2.0
98974,35,2.0,2.0,2.0
98977,35,2.0,4.0,2.0
98978,35,4.0,4.0,2.0
98982,35,2.0,4.0,2.0
98983,35,2.0,4.0,2.0
98984,35,4.0,2.0,4.0
98986,35,2.0,4.0,4.0
98988,35,2.0,2.0,2.0
98989,35,4.0,2.0,2.0
98990,35,2.0,4.0,4.0
98991,35,2.0,4.0,2.0
98993,35,2.0,2.0,4.0
98994,35,2.0,4.0,4.0
98995,35,2.0,4.0,4.0
98997,35,4.0,4.0,4.0
99000,35,2.0,4.0,4.0
99003,35,4.0,2.0,4.0
99004,35,2.0,2.0,4.0
99005,35,2.0,2.0,4.0
99008,35,2.0,4.0,2.0
99009,35,4.0,4.0,4.0
99015,35,2.0,4.0,4.0
99016,35,2.0,4.0,2.0
99019,35,2.0,2.0,4.0
99022,35,2.0,4.0,2.0
99024,35,2.0,4.0,2.0
99026,35,2.0,4.0,2.0
99029,35,2.0,4.0,2.0
99030,35,2.0,4.0,2.0
99031,35,2.0,2.0,2.0
99032,35,2.0,4.0,2.0
99033,35,2.0,4.0,2.0
99034,35,2.0,4.0,2.0
99036,35,2.0,4.0,2.0
99037,35,2.0,4.0,2.0
99038,35,2.0,4.0,2.0
99039,35,2.0,4.0,2.0
99040,35,2.0,4.0,2.0
99044,35,2.0,4.0,2.0
99045,35,2.0,4.0,2.0
99047,35,2.0,4.0,4.0
99048,35,2.0,4.0,2.0
99049,35,2.0,4.0,2.0
99050,35,4.0,2.0,2.0
99052,35,2.0,2.0,4.0
99057,35,4.0,2.0,4.0
99059,35,2.0,2.0,2.0
99063,35,2.0,4.0,4.0
99068,35,2.0,2.0,2.0
99070,35,2.0,4.0,2.0
99072,35,2.0,4.0,2.0
99073,35,2.0,4.0,2.0
99078,35,2.0,4.0,2.0
99079,35,2.0,4.0,2.0
99081,35,2.0,2.0,2.0
99085,35,2.0,4.0,2.0
99091,35,2.0,4.0,2.0
99094,35,2.0,4.0,2.0
99099,35,2.0,4.0,2.0
99107,35,2.0,4.0,4.0
99108,35,2.0,4.0,2.0
99110,35,2.0,4.0,2.0
99111,35,2.0,4.0,2.0
99112,35,2.0,4.0,2.0
99115,35,2.0,4.0,2.0
99116,35,2.0,4.0,2.0
99117,35,2.0,4.0,2.0
99118,35,2.0,4.0,2.0
99119,35,2.0,4.0,4.0
99120,35,2.0,4.0,2.0
99122,35,2.0,2.0,4.0
99124,35,2.0,4.0,4.0
99125,35,2.0,4.0,2.0
99127,35,2.0,4.0,2.0
99130,35,2.0,2.0,2.0
99134,35,2.0,2.0,4.0
99135,35,4.0,4.0,4.0
99138,35,2.0,4.0,4.0
99141,35,2.0,4.0,2.0
99142,35,2.0,4.0,2.0
99145,35,2.0,2.0,2.0
99146,35,2.0,4.0,2.0
99147,35,2.0,2.0,2.0
99148,35,2.0,4.0,4.0
99149,35,2.0,4.0,2.0
99151,35,2.0,4.0,2.0
99153,35,2.0,4.0,4.0
99154,35,2.0,4.0,2.0
99155,35,2.0,4.0,2.0
99156,35,2.0,2.0,2.0
99157,35,2.0,2.0,2.0
99158,35,2.0,4.0,4.0
99160,35,2.0,4.0,4.0
99162,35,2.0,2.0,4.0
99163,35,2.0,4.0,4.0
99164,35,4.0,4.0,4.0
99165,35,2.0,4.0,4.0
99168,35,2.0,4.0,4.0
99171,35,2.0,2.0,2.0
99173,35,2.0,4.0,2.0
99174,35,2.0,4.0,2.0
99175,35,2.0,2.0,2.0
99177,35,2.0,2.0,4.0
99178,35,4.0,2.0,2.0
99182,35,2.0,4.0,4.0
99184,35,2.0,2.0,4.0
99185,35,2.0,4.0,4.0
99186,35,2.0,2.0,4.0
99187,35,2.0,2.0,4.0
99189,35,2.0,4.0,4.0
99190,35,2.0,4.0,4.0
99191,35,2.0,4.0,4.0
99209,35,2.0,2.0,4.0
