,V061112,V061113,V06112,V8005,V6003
12110,-,-,3.0,52,-
12111,2.0,1.0,1.0,24,-
12112,2.0,1.0,1.0,18,2.0
12113,-,-,-,0,-
12114,1.0,1.0,1.0,48,-
12115,1.0,2.0,1.0,44,-
12116,1.0,1.0,1.0,17,2.0
12117,1.0,2.0,1.0,15,1.0
12118,2.0,1.0,1.0,41,-
12119,-,-,1.0,61,-
12120,2.0,1.0,1.0,18,-
12121,2.0,1.0,1.0,13,1.0
12122,2.0,1.0,3.0,10,1.0
12123,-,-,-,7,1.0
12124,2.0,1.0,1.0,21,-
12125,2.0,1.0,1.0,21,-
12126,-,-,1.0,56,-
12127,-,-,3.0,64,-
12128,-,-,3.0,37,-
12129,-,-,1.0,36,-
12130,1.0,1.0,3.0,11,1.0
12131,-,-,-,8,1.0
12132,-,-,-,2,-
12133,2.0,1.0,1.0,34,-
12134,2.0,1.0,1.0,18,-
12135,2.0,1.0,1.0,13,1.0
12136,1.0,1.0,1.0,36,-
12137,1.0,2.0,3.0,60,-
12138,1.0,1.0,1.0,24,-
12139,1.0,1.0,1.0,21,-
12140,-,-,-,4,7.0
12141,2.0,1.0,1.0,49,-
12142,-,-,1.0,52,-
12143,-,-,3.0,69,-
12144,-,-,3.0,56,-
12145,1.0,1.0,1.0,40,-
12146,-,-,1.0,31,-
12147,-,-,1.0,24,-
12148,-,-,-,2,-
12149,1.0,1.0,1.0,42,-
12150,1.0,2.0,3.0,19,-
12151,1.0,1.0,1.0,16,1.0
12152,1.0,2.0,3.0,12,1.0
12153,-,-,3.0,64,-
12154,-,-,1.0,37,-
12155,-,-,1.0,32,-
12156,1.0,2.0,3.0,11,1.0
12157,1.0,1.0,1.0,32,-
12158,1.0,1.0,1.0,27,-
12159,1.0,1.0,1.0,11,1.0
12160,1.0,1.0,1.0,46,-
12161,-,-,1.0,42,-
12162,1.0,1.0,1.0,16,2.0
12163,-,-,1.0,50,-
12164,-,-,1.0,51,-
12165,1.0,1.0,1.0,24,5.0
12166,-,-,3.0,68,-
12167,1.0,1.0,1.0,28,-
12168,-,-,-,7,1.0
12169,1.0,1.0,1.0,41,-
12170,1.0,1.0,1.0,34,-
12171,1.0,1.0,3.0,16,2.0
12172,1.0,1.0,3.0,14,1.0
12173,-,-,-,8,1.0
12174,1.0,1.0,1.0,47,-
12175,1.0,1.0,1.0,41,-
12176,1.0,1.0,1.0,16,2.0
12177,1.0,1.0,1.0,15,2.0
12178,-,-,3.0,71,-
12179,-,-,3.0,43,-
12180,1.0,1.0,1.0,47,-
12181,1.0,2.0,1.0,25,5.0
12182,1.0,2.0,1.0,33,-
12183,-,-,-,4,9.0
12184,2.0,1.0,1.0,43,-
12185,2.0,1.0,1.0,40,-
12186,2.0,1.0,1.0,20,-
12187,1.0,1.0,1.0,14,1.0
12188,-,-,-,1,-
12189,-,-,1.0,52,-
12190,-,-,3.0,81,-
12191,-,-,3.0,20,-
12192,1.0,1.0,1.0,51,-
12193,1.0,1.0,1.0,48,-
12194,1.0,1.0,1.0,20,5.0
12195,2.0,1.0,1.0,38,-
12196,2.0,1.0,1.0,11,1.0
12197,1.0,1.0,1.0,38,-
12198,1.0,1.0,1.0,38,5.0
12199,1.0,1.0,1.0,12,1.0
12200,-,-,1.0,61,-
12201,2.0,1.0,1.0,45,-
12202,2.0,1.0,1.0,24,-
12203,-,-,3.0,56,-
12204,-,-,3.0,35,-
12205,-,-,3.0,10,1.0
12206,1.0,1.0,1.0,57,-
12207,1.0,1.0,1.0,44,-
12208,2.0,1.0,1.0,34,-
12209,-,-,-,8,1.0
12210,-,-,1.0,52,-
12211,-,-,3.0,18,2.0
12212,1.0,2.0,1.0,39,-
12213,1.0,2.0,3.0,38,-
12214,1.0,2.0,1.0,15,2.0
12215,1.0,2.0,3.0,12,1.0
12216,-,-,-,1,-
12217,1.0,1.0,1.0,34,-
12218,1.0,1.0,1.0,35,-
12219,1.0,1.0,1.0,18,2.0
12220,-,-,-,1,-
12221,-,-,1.0,40,-
12222,-,-,1.0,35,-
12223,-,-,1.0,17,-
12224,-,-,3.0,15,-
12225,-,-,1.0,13,1.0
12226,-,-,3.0,11,1.0
12227,1.0,1.0,1.0,39,-
12228,1.0,1.0,1.0,16,2.0
12229,1.0,1.0,1.0,29,-
12230,1.0,1.0,1.0,11,1.0
12231,-,-,1.0,61,-
12232,-,-,1.0,57,-
12233,1.0,1.0,1.0,16,2.0
12234,-,-,-,7,1.0
12235,-,-,1.0,30,-
12236,-,-,1.0,37,-
12237,1.0,1.0,1.0,36,-
12238,1.0,1.0,1.0,34,-
12239,-,-,-,6,9.0
12240,-,-,1.0,72,-
12241,2.0,1.0,1.0,43,-
12242,2.0,1.0,1.0,39,4.0
12243,2.0,1.0,1.0,21,-
12244,2.0,1.0,1.0,16,3.0
12245,2.0,1.0,3.0,14,1.0
12246,-,-,1.0,49,-
12247,-,-,1.0,41,-
12248,2.0,1.0,1.0,23,-
12249,2.0,1.0,1.0,20,-
12250,2.0,1.0,1.0,17,-
12251,1.0,1.0,1.0,42,-
12252,1.0,1.0,1.0,13,1.0
12253,1.0,1.0,1.0,12,1.0
12254,-,-,3.0,85,-
12255,-,-,1.0,60,-
12256,2.0,1.0,1.0,52,-
12257,2.0,1.0,1.0,19,-
12258,-,-,3.0,64,-
12259,-,-,3.0,58,-
12260,-,-,3.0,17,-
12261,-,-,1.0,36,-
12262,-,-,1.0,39,-
12263,-,-,-,5,9.0
12264,1.0,1.0,1.0,46,-
12265,1.0,1.0,1.0,42,-
12266,1.0,1.0,1.0,15,1.0
12267,1.0,1.0,3.0,10,1.0
12268,1.0,1.0,1.0,57,-
12269,1.0,1.0,1.0,61,-
12270,1.0,1.0,1.0,29,-
12271,1.0,1.0,1.0,50,-
12272,1.0,1.0,1.0,48,-
12273,1.0,1.0,1.0,18,2.0
12274,-,-,1.0,51,-
12275,-,-,1.0,35,-
12276,1.0,1.0,1.0,41,-
12277,1.0,1.0,1.0,32,-
12278,-,-,-,4,9.0
12279,1.0,1.0,1.0,48,-
12280,1.0,1.0,1.0,50,-
12281,1.0,1.0,1.0,19,5.0
12282,1.0,1.0,1.0,13,1.0
12283,-,-,1.0,30,-
12284,-,-,-,8,1.0
12285,-,-,-,4,9.0
12286,-,-,1.0,47,-
12287,1.0,1.0,1.0,50,-
12288,1.0,1.0,1.0,29,-
12289,1.0,1.0,1.0,21,5.0
12290,1.0,1.0,1.0,17,2.0
12291,-,-,-,2,-
12292,1.0,1.0,1.0,29,-
12293,-,-,-,4,9.0
12294,-,-,3.0,80,-
12295,-,-,1.0,78,-
12296,-,-,1.0,69,-
12297,-,-,1.0,64,-
12298,1.0,1.0,1.0,52,-
12299,1.0,1.0,1.0,23,5.0
12300,1.0,1.0,1.0,55,-
12301,1.0,1.0,1.0,28,-
12302,1.0,1.0,1.0,25,-
12303,1.0,1.0,1.0,49,-
12304,1.0,1.0,1.0,24,-
12305,-,-,-,0,-
12306,-,-,3.0,50,-
12307,-,-,1.0,42,-
12308,-,-,3.0,18,-
12309,2.0,1.0,1.0,31,-
12310,1.0,1.0,1.0,25,-
12311,-,-,-,6,1.0
12312,2.0,1.0,1.0,34,-
12313,2.0,1.0,1.0,29,-
12314,1.0,1.0,3.0,15,1.0
12315,2.0,1.0,3.0,11,1.0
12316,-,-,-,9,1.0
12317,-,-,-,5,9.0
12318,-,-,1.0,69,-
12319,-,-,1.0,65,-
12320,1.0,1.0,1.0,48,-
12321,1.0,1.0,1.0,40,5.0
12322,1.0,1.0,1.0,11,1.0
12323,-,-,1.0,66,-
12324,1.0,1.0,1.0,53,-
12325,1.0,2.0,3.0,50,-
12326,1.0,1.0,1.0,16,2.0
12327,1.0,1.0,1.0,11,1.0
12328,1.0,1.0,1.0,50,-
12329,1.0,1.0,1.0,47,-
12330,1.0,1.0,1.0,14,1.0
12331,2.0,1.0,1.0,34,-
12332,2.0,1.0,1.0,33,-
12333,-,-,-,6,1.0
12334,-,-,3.0,63,-
12335,-,-,1.0,56,-
12336,-,-,1.0,54,-
12337,2.0,1.0,1.0,25,-
12338,1.0,1.0,1.0,36,-
12339,1.0,1.0,1.0,40,-
12340,1.0,1.0,1.0,39,-
12341,1.0,1.0,1.0,14,1.0
12342,1.0,1.0,1.0,23,-
12343,2.0,1.0,1.0,21,-
12344,2.0,1.0,1.0,24,-
12345,-,-,-,4,9.0
12346,-,-,-,2,7.0
12347,1.0,2.0,1.0,37,-
12348,2.0,1.0,1.0,13,1.0
12349,1.0,1.0,3.0,49,-
12350,1.0,1.0,1.0,45,-
12351,1.0,1.0,1.0,19,5.0
12352,1.0,1.0,1.0,16,2.0
12353,-,-,-,8,1.0
12354,1.0,1.0,1.0,56,-
12355,2.0,1.0,1.0,53,-
12356,-,-,1.0,50,-
12357,1.0,1.0,1.0,20,-
12358,1.0,1.0,1.0,14,1.0
12359,1.0,1.0,1.0,18,-
12360,-,-,1.0,48,-
12361,-,-,1.0,50,-
12362,1.0,1.0,1.0,17,2.0
12363,1.0,1.0,1.0,35,-
12364,1.0,1.0,1.0,34,-
12365,-,-,-,1,-
12366,2.0,1.0,1.0,37,-
12367,-,-,3.0,24,-
12368,1.0,1.0,1.0,16,1.0
12369,1.0,1.0,1.0,27,-
12370,1.0,1.0,1.0,27,-
12371,-,-,-,1,-
12372,1.0,1.0,1.0,60,-
12373,1.0,1.0,1.0,27,-
12374,2.0,1.0,1.0,28,-
12375,-,-,-,7,1.0
12376,-,-,-,3,-
12377,-,-,1.0,59,-
12378,1.0,1.0,1.0,33,-
12379,1.0,1.0,1.0,32,-
12380,-,-,-,2,7.0
12381,1.0,1.0,1.0,43,-
12382,1.0,1.0,1.0,36,-
12383,1.0,1.0,1.0,11,1.0
12384,-,-,-,8,1.0
12385,-,-,-,3,7.0
12386,-,-,-,0,-
12387,1.0,1.0,1.0,37,-
12388,1.0,1.0,1.0,34,-
12389,2.0,2.0,3.0,10,1.0
12390,-,-,-,4,9.0
12391,1.0,1.0,1.0,38,5.0
12392,1.0,1.0,1.0,38,-
12393,1.0,1.0,1.0,17,2.0
12394,1.0,1.0,1.0,14,1.0
12395,1.0,1.0,1.0,12,1.0
12396,-,-,1.0,54,-
12397,-,-,-,6,9.0
12398,-,-,-,4,7.0
12399,1.0,1.0,1.0,29,5.0
12400,2.0,1.0,1.0,38,-
12401,2.0,1.0,1.0,19,-
12402,-,-,1.0,35,-
12403,1.0,1.0,1.0,32,-
12404,1.0,1.0,1.0,14,1.0
12405,-,-,-,6,1.0
12406,1.0,1.0,1.0,25,-
12407,-,-,1.0,29,-
12408,-,-,-,8,1.0
12409,2.0,1.0,1.0,27,-
12410,-,-,-,4,7.0
12411,2.0,1.0,1.0,30,-
12412,-,-,3.0,10,1.0
12413,2.0,1.0,1.0,27,-
12414,2.0,1.0,1.0,24,-
12415,-,-,-,5,9.0
12416,2.0,1.0,1.0,38,-
12417,2.0,1.0,1.0,20,-
12418,-,-,-,9,1.0
12419,2.0,1.0,1.0,27,-
12420,-,-,1.0,23,-
12421,-,-,1.0,70,-
12422,-,-,1.0,68,-
12423,1.0,1.0,1.0,47,-
12424,1.0,1.0,1.0,26,-
12425,1.0,1.0,1.0,23,-
12426,1.0,2.0,1.0,53,-
12427,-,-,1.0,42,-
12428,2.0,1.0,1.0,23,-
12429,1.0,2.0,3.0,15,1.0
12430,1.0,1.0,1.0,25,-
12431,-,-,-,9,1.0
12432,-,-,-,7,1.0
12433,-,-,-,3,7.0
12434,1.0,1.0,1.0,22,-
12435,1.0,1.0,1.0,32,-
12436,1.0,1.0,1.0,30,-
12437,1.0,1.0,1.0,11,1.0
12438,-,-,-,0,-
12439,-,-,1.0,55,-
12440,-,-,3.0,90,-
12441,-,-,3.0,82,-
12442,2.0,1.0,1.0,26,-
12443,1.0,1.0,1.0,42,-
12444,2.0,1.0,1.0,40,-
12445,1.0,1.0,1.0,18,2.0
12446,1.0,1.0,1.0,13,1.0
12447,-,-,1.0,62,-
12448,1.0,1.0,1.0,38,-
12449,1.0,1.0,1.0,32,-
12450,1.0,1.0,3.0,11,1.0
12451,-,-,-,9,1.0
12452,2.0,1.0,1.0,32,-
12453,2.0,1.0,1.0,29,-
12454,-,-,-,8,1.0
12455,-,-,-,1,7.0
12456,-,-,3.0,84,-
12457,-,-,1.0,74,-
12458,-,-,3.0,55,-
12459,2.0,1.0,1.0,45,-
12460,1.0,1.0,1.0,18,-
12461,1.0,1.0,1.0,26,-
12462,1.0,1.0,1.0,25,5.0
12463,2.0,1.0,1.0,43,-
12464,-,-,1.0,43,-
12465,2.0,1.0,1.0,23,-
12466,2.0,1.0,1.0,50,-
12467,2.0,1.0,1.0,22,-
12468,2.0,1.0,1.0,17,2.0
12469,-,-,3.0,78,-
12470,2.0,1.0,1.0,26,-
12471,2.0,1.0,1.0,24,-
12472,-,-,-,0,-
12473,-,-,1.0,57,-
12474,2.0,1.0,1.0,27,-
12475,-,-,-,6,9.0
12476,-,-,-,2,7.0
12477,2.0,2.0,3.0,46,-
12478,2.0,2.0,3.0,47,-
12479,2.0,1.0,3.0,17,2.0
12480,1.0,1.0,1.0,15,2.0
12481,-,-,3.0,90,-
12482,-,-,1.0,48,-
12483,-,-,3.0,57,-
12484,-,-,-,6,-
12485,-,-,-,3,-
12486,-,-,-,2,-
12487,2.0,1.0,1.0,31,-
12488,1.0,1.0,3.0,13,1.0
12489,-,-,-,9,1.0
12490,-,-,-,8,1.0
12491,-,-,-,5,9.0
12492,-,-,3.0,66,-
12493,-,-,3.0,30,-
12494,-,-,1.0,48,-
12495,-,-,1.0,44,-
12496,1.0,1.0,1.0,15,1.0
12497,1.0,1.0,1.0,20,-
12498,1.0,1.0,1.0,21,-
12499,-,-,-,2,-
12500,-,-,1.0,65,-
12501,-,-,3.0,53,-
12502,1.0,1.0,1.0,38,-
12503,1.0,1.0,1.0,42,-
12504,-,-,-,4,9.0
12505,-,-,1.0,39,-
12506,-,-,1.0,50,-
12507,2.0,1.0,1.0,20,-
12508,1.0,1.0,1.0,18,2.0
12509,2.0,1.0,1.0,16,-
12510,1.0,1.0,3.0,14,1.0
12511,-,-,-,8,1.0
12512,-,-,3.0,65,-
12513,-,-,3.0,86,-
12514,-,-,1.0,57,-
12515,-,-,3.0,55,-
12516,-,-,1.0,62,-
12517,-,-,3.0,56,-
12518,-,-,1.0,31,-
12519,2.0,1.0,1.0,46,-
12520,1.0,1.0,1.0,35,-
12521,1.0,1.0,1.0,18,-
12522,1.0,1.0,1.0,14,1.0
12523,-,-,1.0,32,-
12524,2.0,1.0,1.0,37,-
12525,-,-,-,8,1.0
12526,-,-,-,6,1.0
12527,-,-,3.0,45,-
12528,-,-,1.0,52,-
12529,-,-,1.0,52,-
12530,-,-,1.0,51,-
12531,1.0,1.0,1.0,19,5.0
12532,1.0,1.0,1.0,49,-
12533,1.0,1.0,1.0,46,-
12534,1.0,1.0,1.0,22,-
12535,1.0,1.0,1.0,19,-
12536,-,-,1.0,59,-
12537,-,-,3.0,50,-
12538,1.0,1.0,1.0,30,-
12539,1.0,1.0,1.0,27,-
12540,1.0,1.0,1.0,25,-
12541,1.0,1.0,1.0,49,-
12542,1.0,1.0,1.0,45,-
12543,-,-,1.0,50,-
12544,1.0,1.0,1.0,34,-
12545,1.0,1.0,1.0,31,5.0
12546,-,-,-,2,7.0
12547,-,-,3.0,84,-
12548,-,-,1.0,64,-
12549,1.0,1.0,1.0,39,-
12550,-,-,1.0,37,-
12551,1.0,1.0,1.0,17,2.0
12552,-,-,1.0,43,-
12553,-,-,1.0,30,-
12554,1.0,1.0,1.0,10,1.0
12555,-,-,-,0,-
12556,2.0,1.0,1.0,24,-
12557,-,-,1.0,19,-
12558,-,-,-,3,-
12559,-,-,1.0,45,-
12560,-,-,1.0,38,-
12561,1.0,1.0,1.0,17,5.0
12562,-,-,-,7,1.0
12563,-,-,1.0,68,-
12564,-,-,3.0,61,-
12565,-,-,1.0,38,-
12566,1.0,1.0,1.0,37,-
12567,1.0,1.0,1.0,32,-
12568,1.0,1.0,1.0,13,1.0
12569,-,-,-,8,1.0
12570,-,-,-,0,-
12571,-,-,1.0,57,-
12572,1.0,1.0,1.0,36,-
12573,1.0,1.0,1.0,14,1.0
12574,1.0,1.0,1.0,33,-
12575,1.0,1.0,1.0,38,-
12576,-,-,-,5,9.0
12577,1.0,1.0,1.0,26,-
12578,1.0,1.0,1.0,28,-
12579,-,-,-,2,-
12580,-,-,1.0,62,-
12581,1.0,1.0,1.0,27,5.0
12582,1.0,1.0,1.0,31,-
12583,1.0,1.0,1.0,29,-
12584,-,-,-,7,1.0
12585,-,-,-,4,-
12586,-,-,1.0,27,-
12587,-,-,-,9,1.0
12588,-,-,-,4,7.0
12589,-,-,-,3,-
12590,2.0,1.0,1.0,63,-
12591,-,-,3.0,38,-
12592,-,-,1.0,55,-
12593,-,-,1.0,55,-
12594,-,-,3.0,68,-
12595,-,-,1.0,53,-
12596,1.0,1.0,1.0,44,-
12597,1.0,1.0,1.0,17,2.0
12598,2.0,1.0,1.0,40,-
12599,2.0,1.0,1.0,24,-
12600,-,-,-,4,7.0
12601,-,-,3.0,59,-
12602,-,-,3.0,58,-
12603,-,-,1.0,42,-
12604,2.0,1.0,1.0,58,-
12605,-,-,3.0,71,-
12606,-,-,1.0,41,-
12607,2.0,1.0,1.0,16,2.0
12608,1.0,2.0,1.0,52,-
12609,1.0,2.0,1.0,48,-
12610,-,-,3.0,75,-
12611,1.0,2.0,3.0,47,-
12612,-,-,-,9,1.0
12613,2.0,1.0,1.0,21,-
12614,-,-,-,5,9.0
12615,2.0,1.0,1.0,30,-
12616,2.0,1.0,1.0,15,2.0
12617,-,-,-,9,1.0
12618,-,-,-,7,1.0
12619,2.0,1.0,1.0,17,-
12620,-,-,1.0,33,-
12621,2.0,1.0,1.0,29,-
12622,-,-,-,9,1.0
12623,-,-,-,5,9.0
12624,-,-,-,5,9.0
12625,-,-,-,1,-
12626,-,-,1.0,43,-
12627,-,-,3.0,35,-
12628,1.0,1.0,1.0,16,1.0
12629,1.0,1.0,1.0,14,1.0
12630,-,-,1.0,57,-
12631,2.0,1.0,1.0,36,-
12632,2.0,1.0,1.0,30,-
12633,-,-,1.0,38,-
12634,-,-,1.0,46,-
12635,2.0,1.0,1.0,16,2.0
12636,-,-,3.0,12,1.0
12637,2.0,1.0,1.0,30,-
12638,-,-,3.0,66,-
12639,2.0,1.0,1.0,30,-
12640,1.0,1.0,1.0,27,-
12641,1.0,1.0,1.0,33,-
12642,1.0,1.0,1.0,29,5.0
12643,-,-,-,8,1.0
12644,-,-,3.0,29,-
12645,-,-,1.0,24,-
12646,-,-,-,6,1.0
12647,-,-,3.0,43,-
12648,-,-,3.0,65,-
12649,-,-,1.0,63,-
12650,1.0,1.0,1.0,41,-
12651,-,-,1.0,38,-
12652,-,-,-,6,1.0
12653,1.0,1.0,1.0,46,-
12654,1.0,1.0,1.0,19,5.0
12655,1.0,1.0,1.0,39,5.0
12656,1.0,1.0,1.0,14,1.0
12657,2.0,1.0,1.0,32,-
12658,-,-,1.0,10,1.0
12659,-,-,-,2,7.0
12660,-,-,-,0,-
12661,-,-,1.0,49,-
12662,-,-,1.0,38,-
12663,-,-,3.0,12,1.0
12664,-,-,-,9,1.0
12665,-,-,-,4,-
12666,-,-,-,2,-
12667,-,-,-,1,-
12668,1.0,2.0,3.0,38,-
12669,-,-,3.0,47,-
12670,1.0,1.0,1.0,17,2.0
12671,1.0,1.0,1.0,10,1.0
12672,-,-,-,4,7.0
12673,-,-,1.0,51,-
12674,-,-,3.0,50,-
12675,1.0,2.0,1.0,52,-
12676,1.0,1.0,1.0,65,-
12677,-,-,1.0,52,-
12678,1.0,2.0,1.0,38,-
12679,1.0,1.0,1.0,36,-
12680,1.0,2.0,1.0,12,1.0
12681,-,-,-,3,-
12682,2.0,1.0,1.0,25,-
12683,2.0,1.0,1.0,23,-
12684,-,-,-,6,1.0
12685,1.0,1.0,1.0,24,-
12686,1.0,1.0,1.0,25,-
12687,-,-,-,8,1.0
12688,-,-,-,0,-
12689,1.0,1.0,1.0,21,-
12690,1.0,1.0,1.0,47,-
12691,1.0,1.0,1.0,26,-
12692,1.0,1.0,1.0,21,-
12693,1.0,1.0,1.0,15,2.0
12694,1.0,1.0,1.0,13,1.0
12695,1.0,1.0,1.0,37,-
12696,1.0,1.0,1.0,35,-
12697,-,-,-,5,1.0
12698,1.0,1.0,1.0,48,-
12699,2.0,1.0,1.0,47,-
12700,-,-,-,9,1.0
12701,-,-,1.0,67,-
12702,-,-,1.0,42,-
12703,1.0,1.0,1.0,16,2.0
12704,1.0,1.0,1.0,28,-
12705,-,-,1.0,31,-
12706,1.0,2.0,1.0,14,1.0
12707,1.0,2.0,1.0,12,1.0
12708,1.0,1.0,1.0,33,-
12709,1.0,1.0,1.0,29,-
12710,1.0,1.0,1.0,10,1.0
12711,-,-,-,6,1.0
12712,2.0,1.0,1.0,31,-
12713,2.0,1.0,1.0,36,-
12714,1.0,1.0,1.0,13,1.0
12715,2.0,1.0,3.0,10,1.0
12716,-,-,-,2,-
12717,2.0,1.0,1.0,34,-
12718,-,-,3.0,76,-
12719,-,-,1.0,56,-
12720,-,-,1.0,32,-
12721,1.0,1.0,1.0,47,-
12722,1.0,1.0,1.0,46,5.0
12723,1.0,1.0,1.0,14,1.0
12724,-,-,1.0,54,-
12725,-,-,1.0,54,-
12726,-,-,1.0,52,-
12727,-,-,1.0,51,3.0
12728,1.0,1.0,1.0,17,-
12729,2.0,1.0,1.0,23,-
12730,-,-,-,4,9.0
12731,-,-,1.0,52,-
12732,1.0,1.0,1.0,29,-
12733,2.0,1.0,1.0,32,-
12734,2.0,1.0,1.0,27,-
12735,-,-,-,2,-
12736,-,-,-,2,-
12737,-,-,3.0,76,-
12738,-,-,1.0,52,-
12739,-,-,1.0,87,-
12740,2.0,1.0,1.0,57,-
12741,2.0,1.0,1.0,40,-
12742,2.0,1.0,1.0,30,-
12743,2.0,1.0,1.0,12,1.0
12744,-,-,-,3,7.0
12745,-,-,3.0,54,-
12746,-,-,1.0,67,-
12747,1.0,1.0,3.0,19,-
12748,2.0,1.0,1.0,18,-
12749,-,-,3.0,58,-
12750,1.0,1.0,1.0,25,-
12751,1.0,1.0,1.0,36,-
12752,-,-,-,7,1.0
12753,-,-,3.0,53,-
12754,-,-,1.0,53,-
12755,1.0,1.0,1.0,39,-
12756,2.0,1.0,1.0,41,-
12757,2.0,1.0,1.0,16,2.0
12758,-,-,1.0,66,-
12759,-,-,3.0,68,-
12760,-,-,1.0,34,-
12761,2.0,1.0,1.0,29,-
12762,-,-,-,9,1.0
12763,-,-,-,0,-
12764,2.0,1.0,1.0,26,-
12765,2.0,1.0,1.0,41,-
12766,-,-,-,8,1.0
12767,-,-,-,3,-
12768,2.0,1.0,1.0,15,1.0
12769,1.0,1.0,1.0,45,2.0
12770,1.0,1.0,1.0,20,-
12771,1.0,1.0,1.0,16,2.0
12772,-,-,1.0,32,-
12773,-,-,-,7,1.0
12774,-,-,-,5,9.0
12775,2.0,1.0,1.0,27,-
12776,1.0,1.0,1.0,34,-
12777,2.0,1.0,3.0,41,-
12778,2.0,1.0,3.0,18,-
12779,-,-,-,8,1.0
12780,-,-,1.0,60,-
12781,1.0,1.0,1.0,32,-
12782,2.0,1.0,1.0,27,-
12783,2.0,1.0,1.0,24,-
12784,-,-,-,0,-
12785,-,-,1.0,49,-
12786,1.0,2.0,1.0,26,-
12787,-,-,-,5,9.0
12788,-,-,3.0,43,-
12789,1.0,2.0,1.0,43,-
12790,-,-,1.0,43,-
12791,-,-,1.0,47,3.0
12792,1.0,1.0,1.0,13,1.0
12793,-,-,1.0,63,-
12794,-,-,1.0,77,-
12795,1.0,1.0,1.0,35,-
12796,1.0,1.0,1.0,17,2.0
12797,1.0,1.0,1.0,56,-
12798,2.0,1.0,1.0,41,-
12799,2.0,1.0,1.0,45,-
12800,2.0,1.0,3.0,14,1.0
12801,2.0,1.0,3.0,14,1.0
12802,2.0,1.0,1.0,11,1.0
12803,1.0,1.0,1.0,24,-
12804,2.0,1.0,1.0,27,-
12805,-,-,-,4,7.0
12806,-,-,-,1,7.0
12807,2.0,1.0,1.0,17,-
12808,2.0,1.0,1.0,22,-
12809,2.0,1.0,1.0,22,-
12810,-,-,1.0,32,-
12811,1.0,1.0,1.0,30,-
12812,1.0,1.0,3.0,15,2.0
12813,1.0,1.0,3.0,11,1.0
12814,-,-,-,8,1.0
12815,-,-,-,4,9.0
12816,-,-,-,1,-
12817,-,-,3.0,61,-
12818,2.0,1.0,1.0,30,-
12819,-,-,3.0,58,-
12820,-,-,1.0,59,-
12821,-,-,1.0,58,-
12822,1.0,1.0,1.0,38,-
12823,1.0,1.0,1.0,15,2.0
12824,-,-,3.0,62,-
12825,1.0,1.0,1.0,32,-
12826,1.0,1.0,1.0,33,-
12827,1.0,1.0,1.0,15,2.0
12828,-,-,-,9,1.0
12829,-,-,-,4,-
12830,1.0,1.0,1.0,20,-
12831,1.0,1.0,1.0,46,-
12832,-,-,1.0,47,-
12833,1.0,1.0,1.0,24,-
12834,1.0,1.0,1.0,17,5.0
12835,2.0,1.0,1.0,22,-
12836,2.0,1.0,1.0,31,-
12837,-,-,-,6,1.0
12838,-,-,-,0,-
12839,1.0,1.0,1.0,23,-
12840,1.0,1.0,1.0,24,-
12841,-,-,-,1,-
12842,-,-,3.0,32,-
12843,1.0,1.0,1.0,33,-
12844,1.0,1.0,1.0,11,1.0
12845,-,-,-,4,9.0
12846,-,-,1.0,56,-
12847,2.0,1.0,1.0,44,-
12848,2.0,1.0,3.0,15,2.0
12849,2.0,1.0,3.0,14,1.0
12850,2.0,1.0,3.0,14,1.0
12851,1.0,1.0,3.0,11,1.0
12852,2.0,1.0,1.0,52,-
12853,-,-,1.0,51,-
12854,-,-,1.0,51,-
12855,-,-,3.0,41,-
12856,2.0,1.0,1.0,24,4.0
12857,2.0,1.0,1.0,17,-
12858,2.0,1.0,1.0,15,1.0
12859,2.0,1.0,1.0,14,1.0
12860,-,-,-,7,1.0
12861,2.0,1.0,1.0,31,4.0
12862,2.0,1.0,1.0,36,-
12863,2.0,1.0,1.0,14,1.0
12864,-,-,-,7,1.0
12865,-,-,1.0,57,-
12866,1.0,1.0,1.0,56,-
12867,1.0,1.0,1.0,26,-
12868,-,-,1.0,53,-
12869,2.0,1.0,1.0,45,-
12870,2.0,1.0,1.0,24,-
12871,2.0,1.0,3.0,12,1.0
12872,-,-,3.0,73,-
12873,2.0,1.0,3.0,39,-
12874,-,-,3.0,49,-
12875,1.0,1.0,3.0,12,1.0
12876,-,-,-,9,1.0
12877,-,-,1.0,60,-
12878,-,-,3.0,34,-
12879,2.0,1.0,3.0,19,-
12880,2.0,1.0,1.0,17,2.0
12881,2.0,1.0,1.0,25,-
12882,-,-,-,8,1.0
12883,-,-,-,6,1.0
12884,-,-,1.0,79,-
12885,-,-,1.0,42,-
12886,1.0,1.0,1.0,29,5.0
12887,2.0,1.0,1.0,23,-
12888,2.0,1.0,1.0,21,-
12889,1.0,1.0,3.0,50,-
12890,1.0,1.0,1.0,49,-
12891,1.0,1.0,1.0,22,-
12892,1.0,1.0,3.0,11,1.0
12893,1.0,1.0,1.0,26,-
12894,1.0,1.0,1.0,30,-
12895,-,-,-,7,1.0
12896,-,-,-,5,9.0
12897,-,-,-,0,-
12898,1.0,1.0,1.0,44,-
12899,1.0,1.0,1.0,31,-
12900,1.0,1.0,1.0,12,1.0
12901,-,-,-,5,9.0
12902,-,-,3.0,63,-
12903,2.0,1.0,1.0,23,4.0
12904,2.0,1.0,1.0,40,-
12905,2.0,1.0,1.0,18,-
12906,2.0,1.0,1.0,16,-
12907,-,-,-,7,1.0
